## Sat Feb  4 17:34:55 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd/queries.fasta --evalue 0.00001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 1236 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NGJCOJPH_00960	413404.Rmag_0915	4.25e-92	271.0	COG0590@1|root,COG0590@2|Bacteria,1RGU0@1224|Proteobacteria,1S60Z@1236|Gammaproteobacteria,1J698@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	FJ	Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)	tadA	GO:0002097,GO:0002100,GO:0003674,GO:0003824,GO:0004000,GO:0005488,GO:0006139,GO:0006382,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008251,GO:0008270,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016553,GO:0016787,GO:0016810,GO:0016814,GO:0019239,GO:0034470,GO:0034641,GO:0034660,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0046872,GO:0046914,GO:0052717,GO:0071704,GO:0090304,GO:1901360	3.5.4.33	ko:K11991	-	-	R10223	RC00477	ko00000,ko01000,ko03016	-	-	-	MafB19-deam,dCMP_cyt_deam_1
NGJCOJPH_00961	413404.Rmag_0916	8.19e-135	386.0	COG1028@1|root,COG1028@2|Bacteria,1MU6X@1224|Proteobacteria,1RMBB@1236|Gammaproteobacteria,1J4H7@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	fabG	GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004316,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0017144,GO:0018130,GO:0019752,GO:0030497,GO:0032787,GO:0034641,GO:0036094,GO:0042364,GO:0042802,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0048037,GO:0050661,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	iAF1260.b1093,iAPECO1_1312.APECO1_174,iBWG_1329.BWG_0941,iE2348C_1286.E2348C_1185,iEC55989_1330.EC55989_1205,iECABU_c1320.ECABU_c13060,iECDH10B_1368.ECDH10B_1165,iECDH1ME8569_1439.ECDH1ME8569_1028,iECED1_1282.ECED1_1236,iECIAI39_1322.ECIAI39_2068,iECNA114_1301.ECNA114_1150,iECO103_1326.ECO103_1138,iECOK1_1307.ECOK1_1200,iECP_1309.ECP_1085,iECS88_1305.ECS88_1107,iECSE_1348.ECSE_1157,iECSF_1327.ECSF_0992,iECUMN_1333.ECUMN_1268,iECW_1372.ECW_m1201,iEKO11_1354.EKO11_2741,iETEC_1333.ETEC_1158,iEcDH1_1363.EcDH1_2554,iEcE24377_1341.EcE24377A_1214,iEcHS_1320.EcHS_A1215,iEcSMS35_1347.EcSMS35_2034,iEcolC_1368.EcolC_2508,iG2583_1286.G2583_1353,iJN746.PP_1914,iJO1366.b1093,iJR904.b1093,iSBO_1134.SBO_1970,iSFV_1184.SFV_1113,iSF_1195.SF1097,iSFxv_1172.SFxv_1249,iSSON_1240.SSON_1113,iS_1188.S1177,iSbBS512_1146.SbBS512_E2231,iUMN146_1321.UM146_11860,iUMNK88_1353.UMNK88_1363,iUTI89_1310.UTI89_C1218,iWFL_1372.ECW_m1201,iY75_1357.Y75_RS05710	adh_short_C2
NGJCOJPH_00962	413404.Rmag_0917	1.57e-179	504.0	COG0331@1|root,COG0331@2|Bacteria,1MV6N@1224|Proteobacteria,1RNH3@1236|Gammaproteobacteria,1J5AJ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	I	COG0331 (acyl-carrier-protein) S-malonyltransferase	fabD	GO:0003674,GO:0003824,GO:0004312,GO:0004314,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016417,GO:0016419,GO:0016420,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0072330,GO:1901576	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	iEcE24377_1341.EcE24377A_1213,iJN746.PP_1913,iPC815.YPO1598	Acyl_transf_1
NGJCOJPH_00963	413404.Rmag_0918	9.63e-51	160.0	COG0211@1|root,COG0211@2|Bacteria,1MZGH@1224|Proteobacteria,1S8R2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Belongs to the bacterial ribosomal protein bL27 family	rpmA	GO:0000027,GO:0001558,GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040008,GO:0042254,GO:0042255,GO:0042256,GO:0042273,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0048518,GO:0050789,GO:0050794,GO:0051128,GO:0065003,GO:0065007,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090069,GO:0090070,GO:1901564,GO:1901566,GO:1901576,GO:1902626,GO:1990904	-	ko:K02899	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27
NGJCOJPH_00964	413404.Rmag_0919	1.49e-60	187.0	COG0261@1|root,COG0261@2|Bacteria,1MZEW@1224|Proteobacteria,1S5VB@1236|Gammaproteobacteria,1J6G6@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	This protein binds to 23S rRNA in the presence of protein L20	rplU	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02888	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L21p
NGJCOJPH_00965	413404.Rmag_0920	6.65e-92	271.0	COG0652@1|root,COG0652@2|Bacteria,1R9ZQ@1224|Proteobacteria,1S222@1236|Gammaproteobacteria,1J5XT@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	ppiB	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0140096,GO:1901564	5.2.1.8	ko:K03768	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Pro_isomerase
NGJCOJPH_00966	413404.Rmag_0921	5.44e-147	416.0	COG2908@1|root,COG2908@2|Bacteria,1N3U7@1224|Proteobacteria,1RP1X@1236|Gammaproteobacteria,1J5TJ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Hydrolyzes the pyrophosphate bond of UDP-2,3- diacylglucosamine to yield 2,3-diacylglucosamine 1-phosphate (lipid X) and UMP by catalyzing the attack of water at the alpha-P atom. Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxH	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0008758,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0019637,GO:0019897,GO:0019898,GO:0030145,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044459,GO:0044464,GO:0046467,GO:0046493,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	3.6.1.54	ko:K03269	ko00540,ko01100,map00540,map01100	M00060	R04549	RC00002	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iE2348C_1286.E2348C_0457	Metallophos,Metallophos_2
NGJCOJPH_00967	413404.Rmag_0922	0.0	1019.0	COG0557@1|root,COG0557@2|Bacteria,1MUS6@1224|Proteobacteria,1T16W@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	RNB	-	-	3.1.13.1	ko:K01147	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RNB
NGJCOJPH_00968	412965.COSY_0829	3.88e-75	225.0	COG0509@1|root,COG0509@2|Bacteria,1RGV7@1224|Proteobacteria,1S656@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein	gcvH	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0071704,GO:1901564	-	ko:K02437	ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200	M00532	R01221	RC00022,RC02834	ko00000,ko00001,ko00002	-	-	-	GCV_H
NGJCOJPH_00969	413404.Rmag_0924	1.22e-230	638.0	COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,1RN2A@1236|Gammaproteobacteria,1J4G7@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	E	Glycine cleavage system T protein	gcvT	GO:0001505,GO:0003674,GO:0003824,GO:0004047,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0016740,GO:0016741,GO:0017144,GO:0019464,GO:0019752,GO:0032259,GO:0042133,GO:0042135,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	2.1.2.10	ko:K00605	ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200	M00532	R01221,R02300,R04125	RC00022,RC00069,RC00183,RC02834	ko00000,ko00001,ko00002,ko01000	-	-	iSFV_1184.SFV_2953	GCV_T,GCV_T_C
NGJCOJPH_00970	413404.Rmag_0925	2.61e-129	370.0	COG2917@1|root,COG2917@2|Bacteria,1NWIZ@1224|Proteobacteria,1RQAB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	probably involved in intracellular septation	ispZ	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	ko:K06190	-	-	-	-	ko00000	-	-	-	IspA
NGJCOJPH_00971	412965.COSY_0832	7.49e-32	112.0	2EHK0@1|root,33BBV@2|Bacteria,1NGIK@1224|Proteobacteria,1SGHN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	ko:K06950	-	-	-	-	ko00000	-	-	-	-
NGJCOJPH_00973	413404.Rmag_0851	7.59e-180	502.0	COG0685@1|root,COG0685@2|Bacteria,1MUC9@1224|Proteobacteria,1RMXS@1236|Gammaproteobacteria,1J51Z@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	E	Methylenetetrahydrofolate reductase	metF	GO:0000166,GO:0003674,GO:0003824,GO:0004489,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0018130,GO:0019438,GO:0019752,GO:0022607,GO:0034641,GO:0036094,GO:0042398,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0048037,GO:0050660,GO:0050662,GO:0051186,GO:0051188,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0071949,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	1.5.1.20	ko:K00297	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523	M00377	R01224,R07168	RC00081	ko00000,ko00001,ko00002,ko01000	-	-	iPC815.YPO0117,iSBO_1134.SBO_3961	MTHFR
NGJCOJPH_00981	413404.Rmag_0853	6.71e-134	384.0	COG1587@1|root,COG1587@2|Bacteria,1MWZD@1224|Proteobacteria,1RM9K@1236|Gammaproteobacteria,1J6TS@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	COG1587 Uroporphyrinogen-III synthase	hemD	GO:0003674,GO:0003824,GO:0004852,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046501,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.2.1.75	ko:K01719	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R03165	RC01861	ko00000,ko00001,ko00002,ko01000	-	-	iJN746.PP_0187,iSBO_1134.SBO_3815	HEM4
NGJCOJPH_00983	413404.Rmag_0855	7.89e-188	526.0	COG0530@1|root,COG0530@2|Bacteria,1MU3R@1224|Proteobacteria,1RMRD@1236|Gammaproteobacteria,1J4U9@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	antiporter	yrbG	-	-	ko:K07301	-	-	-	-	ko00000,ko02000	2.A.19.5	-	-	Na_Ca_ex
NGJCOJPH_00984	413404.Rmag_0856	1.18e-98	287.0	COG0802@1|root,COG0802@2|Bacteria,1RGYU@1224|Proteobacteria,1S6IB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	ATPase or kinase	yjeE	GO:0000166,GO:0002949,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043531,GO:0044237,GO:0044238,GO:0046483,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363	-	ko:K06925	-	-	-	-	ko00000,ko03016	-	-	-	TsaE
NGJCOJPH_00985	1198232.CYCME_0904	2.04e-75	248.0	COG0860@1|root,COG1388@1|root,COG0860@2|Bacteria,COG1388@2|Bacteria,1MUQK@1224|Proteobacteria,1RMP1@1236|Gammaproteobacteria,460CG@72273|Thiotrichales	1236|Gammaproteobacteria	M	N-acetylmuramoyl-L-alanine amidase	amiC	GO:0000003,GO:0000910,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0007049,GO:0008150,GO:0008745,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0019954,GO:0022402,GO:0022414,GO:0030288,GO:0030313,GO:0031975,GO:0032505,GO:0042597,GO:0043093,GO:0044464,GO:0051301,GO:0061783	3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036	-	-	iPC815.YPO1023,iSDY_1059.SDY_3034,iYL1228.KPN_03225	AMIN,Amidase_3,LysM
NGJCOJPH_00987	413404.Rmag_0858	2.01e-298	822.0	COG0316@1|root,COG1797@1|root,COG0316@2|Bacteria,COG1797@2|Bacteria,1MV7Z@1224|Proteobacteria,1RMCU@1236|Gammaproteobacteria,1JAF7@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Cobyrinic acid a,c-diamide synthase	cbiA	-	6.3.5.11,6.3.5.9	ko:K02224	ko00860,ko01100,ko01120,map00860,map01100,map01120	-	R05224,R05815	RC00010,RC01301	ko00000,ko00001,ko01000	-	-	-	AAA_26,CbiA,GATase_3
NGJCOJPH_00988	413404.Rmag_0859	5.28e-230	640.0	COG5557@1|root,COG5557@2|Bacteria,1MXP7@1224|Proteobacteria,1SMKH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Polysulphide reductase, NrfD	-	-	-	ko:K00185	-	-	-	-	ko00000	5.A.3	-	-	NrfD
NGJCOJPH_00989	413404.Rmag_0860	2.45e-161	453.0	COG0437@1|root,COG0437@2|Bacteria,1NBU3@1224|Proteobacteria,1RRYZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	PFAM 4Fe-4S ferredoxin, iron-sulfur binding domain protein	dsrO	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	Fer4_11,Fer4_7
NGJCOJPH_00991	413404.Rmag_0862	0.0	1293.0	COG0493@1|root,COG1143@1|root,COG0493@2|Bacteria,COG1143@2|Bacteria,1MU2H@1224|Proteobacteria,1RREP@1236|Gammaproteobacteria,1J5XD@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	dsrL	-	-	-	-	-	-	-	-	-	-	-	Fer4,Fer4_20,Fer4_7,Fer4_9,NADH_4Fe-4S,Pyr_redox_2
NGJCOJPH_00992	412965.COSY_0788	0.0	1005.0	COG0247@1|root,COG0247@2|Bacteria,1NZIG@1224|Proteobacteria,1RYPW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	4Fe-4S dicluster domain	dsrK	-	-	-	-	-	-	-	-	-	-	-	CCG,Fer4_17,Fer4_8
NGJCOJPH_00993	413404.Rmag_0864	2.18e-163	460.0	COG2181@1|root,COG2181@2|Bacteria,1R48S@1224|Proteobacteria,1RYZ2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	PFAM Nitrate reductase gamma subunit	dsrM	-	-	-	-	-	-	-	-	-	-	-	Nitrate_red_gam
NGJCOJPH_00994	413404.Rmag_0865	1.46e-71	215.0	COG2920@1|root,COG2920@2|Bacteria,1RGVG@1224|Proteobacteria,1S5ZA@1236|Gammaproteobacteria,1J6P0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	part of a sulfur-relay system	tusE	GO:0002097,GO:0002098,GO:0002143,GO:0003674,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0097163,GO:0140104,GO:1901360	-	ko:K11179	ko04122,map04122	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	DsrC
NGJCOJPH_00995	413404.Rmag_0866	2.35e-57	178.0	COG2168@1|root,COG2168@2|Bacteria,1NGF3@1224|Proteobacteria,1SGPI@1236|Gammaproteobacteria,1J75I@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	conserved protein involved in oxidation of intracellular sulfur	tusB	GO:0002097,GO:0002098,GO:0002143,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0032991,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1902494,GO:1990228,GO:1990234	-	ko:K07237	ko04122,map04122	-	-	-	ko00000,ko00001,ko03016	-	-	-	DsrH
NGJCOJPH_00996	413404.Rmag_0867	2.03e-79	237.0	COG2923@1|root,COG2923@2|Bacteria,1N8RV@1224|Proteobacteria,1SD0S@1236|Gammaproteobacteria,1J7BW@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	Belongs to the DsrF TusC family	tusC	GO:0002097,GO:0002098,GO:0002143,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0032991,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1902494,GO:1990228,GO:1990234	-	ko:K07236	ko04122,map04122	-	-	-	ko00000,ko00001,ko03016	-	-	-	DrsE
NGJCOJPH_00997	412965.COSY_0793	1.48e-90	265.0	COG1553@1|root,COG1553@2|Bacteria,1N021@1224|Proteobacteria,1S99J@1236|Gammaproteobacteria,1J6HU@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	conserved protein involved in intracellular sulfur reduction	tusD	GO:0002097,GO:0002098,GO:0002143,GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006790,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0019417,GO:0032991,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0055114,GO:0071704,GO:0090304,GO:0097163,GO:0140104,GO:1901360,GO:1902494,GO:1990228,GO:1990234	-	ko:K07235	ko04122,map04122	-	-	-	ko00000,ko00001,ko01000,ko03016	-	-	-	DrsE
NGJCOJPH_00998	413404.Rmag_0869	5.56e-272	742.0	COG2221@1|root,COG2221@2|Bacteria,1MVZQ@1224|Proteobacteria,1SKCU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	nitrite sulfite reductase hemoprotein beta-component ferrodoxin domain protein	-	-	1.8.99.5	ko:K11181	ko00633,ko00920,ko01100,ko01120,map00633,map00920,map01100,map01120	M00596	R00295,R00861,R08035	RC00065,RC01760	ko00000,ko00001,ko00002,ko01000	-	-	-	NIR_SIR,NIR_SIR_ferr
NGJCOJPH_00999	413404.Rmag_0870	0.0	863.0	COG2221@1|root,COG2221@2|Bacteria,1MWY5@1224|Proteobacteria,1RSIM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	TIGRFAM sulfite reductase, dissimilatory-type alpha subunit	dsrA	-	1.8.99.5	ko:K11180	ko00633,ko00920,ko01100,ko01120,map00633,map00920,map01100,map01120	M00596	R00295,R00861,R08035	RC00065,RC01760	ko00000,ko00001,ko00002,ko01000	-	-	-	NIR_SIR,NIR_SIR_ferr
