Gene_id	Description	Length	e-Value	GO
NGJCOJPH_00282	excinuclease ABC subunit UvrC	594	0.0	F:GO:0003677 F:DNA binding; F:GO:0004518 F:nuclease activity; C:GO:0005737 C:cytoplasm; P:GO:0006281 P:DNA repair; P:GO:0006289 P:nucleotide-excision repair; P:GO:0006974 P:cellular response to DNA damage stimulus; C:GO:0009380 C:excinuclease repair complex; F:GO:0009381 F:excinuclease ABC activity; P:GO:0009432 P:SOS response; F:GO:0016787 F:hydrolase activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00833	DNA topoisomerase IV subunit A	745	0.0	F:GO:0003677 F:DNA binding; F:GO:0003916 F:DNA topoisomerase activity; F:GO:0003918 F:DNA topoisomerase type II (ATP-hydrolyzing) activity; F:GO:0005524 F:ATP binding; C:GO:0005694 C:chromosome; C:GO:0005886 C:plasma membrane; P:GO:0006259 P:DNA metabolic process; P:GO:0006265 P:DNA topological change; P:GO:0007059 P:chromosome segregation; C:GO:0009330 C:DNA topoisomerase complex (ATP-hydrolyzing); C:GO:0016020 C:membrane; F:GO:0016853 F:isomerase activity; C:GO:0019897 C:extrinsic component of plasma membrane; P:GO:0051276 P:chromosome organization
NGJCOJPH_01374	type I DNA topoisomerase	777	0.0	F:GO:0003677 F:DNA binding; F:GO:0003916 F:DNA topoisomerase activity; F:GO:0003917 F:DNA topoisomerase type I activity; P:GO:0006265 P:DNA topological change; F:GO:0016853 F:isomerase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01312	DNA polymerase III subunit delta	339	0.0	F:GO:0003677 F:DNA binding; F:GO:0003887 F:DNA-directed DNA polymerase activity; P:GO:0006260 P:DNA replication; C:GO:0009360 C:DNA polymerase III complex; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; P:GO:0071897 P:DNA biosynthetic process
NGJCOJPH_01327	DNA polymerase III subunit beta	367	0.0	F:GO:0003677 F:DNA binding; F:GO:0003887 F:DNA-directed DNA polymerase activity; C:GO:0005737 C:cytoplasm; P:GO:0006260 P:DNA replication; F:GO:0008408 F:3'-5' exonuclease activity; C:GO:0009360 C:DNA polymerase III complex; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; P:GO:0071897 P:DNA biosynthetic process; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_01495	exodeoxyribonuclease III	255	6.37036E-167	F:GO:0003677 F:DNA binding; F:GO:0003824 F:catalytic activity; F:GO:0004518 F:nuclease activity; F:GO:0004519 F:endonuclease activity; F:GO:0004527 F:exonuclease activity; P:GO:0006281 P:DNA repair; F:GO:0008853 F:exodeoxyribonuclease III activity; F:GO:0016787 F:hydrolase activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_01020	Endonuclease III	210	4.38552E-145	F:GO:0003677 F:DNA binding; F:GO:0003824 F:catalytic activity; F:GO:0003906 F:DNA-(apurinic or apyrimidinic site) endonuclease activity; F:GO:0004519 F:endonuclease activity; P:GO:0006281 P:DNA repair; P:GO:0006284 P:base-excision repair; P:GO:0006950 P:response to stress; P:GO:0006974 P:cellular response to DNA damage stimulus; P:GO:0008152 P:metabolic process; F:GO:0016787 F:hydrolase activity; F:GO:0016798 F:hydrolase activity, acting on glycosyl bonds; F:GO:0016829 F:lyase activity; F:GO:0019104 F:DNA N-glycosylase activity; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis; F:GO:0140078 F:class I DNA-(apurinic or apyrimidinic site) endonuclease activity
NGJCOJPH_01072	transcription elongation factor GreA	158	6.33643E-103	F:GO:0003677 F:DNA binding; F:GO:0003746 F:translation elongation factor activity; P:GO:0006414 P:translational elongation; P:GO:0032784 P:regulation of DNA-templated transcription, elongation; F:GO:0070063 F:RNA polymerase binding
NGJCOJPH_01247	MAG: Transposase	84	1.60249E-43	F:GO:0003677 F:DNA binding; F:GO:0003743 F:translation initiation factor activity; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0006413 P:translational initiation
NGJCOJPH_00813	methylated-DNA--[protein]-cysteine S-methyltransferase	175	1.15913E-116	F:GO:0003677 F:DNA binding; F:GO:0003700 F:DNA-binding transcription factor activity; F:GO:0003824 F:catalytic activity; F:GO:0003908 F:methylated-DNA-[protein]-cysteine S-methyltransferase activity; P:GO:0006281 P:DNA repair; P:GO:0006284 P:base-excision repair; P:GO:0006304 P:DNA modification; P:GO:0006355 P:regulation of transcription, DNA-templated; P:GO:0008152 P:metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0008270 F:zinc ion binding; F:GO:0008725 F:DNA-3-methyladenine glycosylase activity; F:GO:0016740 F:transferase activity; F:GO:0016787 F:hydrolase activity; F:GO:0016798 F:hydrolase activity, acting on glycosyl bonds; P:GO:0032259 P:methylation; F:GO:0043565 F:sequence-specific DNA binding; F:GO:0046872 F:metal ion binding
NGJCOJPH_00130	ferric iron uptake transcriptional regulator	135	2.38379E-85	F:GO:0003677 F:DNA binding; F:GO:0003700 F:DNA-binding transcription factor activity; C:GO:0005737 C:cytoplasm; P:GO:0006355 P:regulation of transcription, DNA-templated; F:GO:0046872 F:metal ion binding
NGJCOJPH_00839	division/cell wall cluster transcriptional repressor MraZ	41	8.87419E-16	F:GO:0003677 F:DNA binding; F:GO:0003700 F:DNA-binding transcription factor activity; C:GO:0005737 C:cytoplasm; P:GO:0006355 P:regulation of transcription, DNA-templated; C:GO:0009295 C:nucleoid; P:GO:0051301 P:cell division
NGJCOJPH_00423	Single-stranded DNA-binding protein	187	1.47826E-107	F:GO:0003677 F:DNA binding; F:GO:0003697 F:single-stranded DNA binding; P:GO:0006260 P:DNA replication; P:GO:0006281 P:DNA repair; P:GO:0006310 P:DNA recombination; P:GO:0006974 P:cellular response to DNA damage stimulus
NGJCOJPH_00239	HU family DNA-binding protein	91	1.20912E-51	F:GO:0003677 F:DNA binding; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0030527 F:structural constituent of chromatin
NGJCOJPH_00403	Probable transcriptional regulatory protein YebC	246	6.64478E-174	F:GO:0003677 F:DNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006355 P:regulation of transcription, DNA-templated
NGJCOJPH_00655	Tyrosine recombinase XerC	298	0.0	F:GO:0003677 F:DNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006310 P:DNA recombination; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0007049 P:cell cycle; P:GO:0007059 P:chromosome segregation; F:GO:0009037 F:tyrosine-based site-specific recombinase activity; P:GO:0015074 P:DNA integration; P:GO:0051301 P:cell division
NGJCOJPH_01003	site-specific tyrosine recombinase XerD	293	0.0	F:GO:0003677 F:DNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006310 P:DNA recombination; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0007049 P:cell cycle; P:GO:0007059 P:chromosome segregation; F:GO:0009009 F:site-specific recombinase activity; F:GO:0009037 F:tyrosine-based site-specific recombinase activity; P:GO:0015074 P:DNA integration; P:GO:0051301 P:cell division
NGJCOJPH_00689	YbaB/EbfC family nucleoid-associated protein	107	4.25626E-59	F:GO:0003677 F:DNA binding; C:GO:0005737 C:cytoplasm; C:GO:0009295 C:nucleoid; C:GO:0043590 C:bacterial nucleoid
NGJCOJPH_00542	type II toxin-antitoxin system RelE/ParE family toxin	95	4.58061E-15	F:GO:0003677 F:DNA binding
NGJCOJPH_00548	helix-turn-helix domain-containing protein	82	3.10353E-24	F:GO:0003677 F:DNA binding
NGJCOJPH_00886	ParB/RepB/Spo0J family partition protein	92	1.62424E-47	F:GO:0003677 F:DNA binding
NGJCOJPH_00887	ParB/RepB/Spo0J family partition protein	191	2.59124E-103	F:GO:0003677 F:DNA binding
NGJCOJPH_01018	helix-turn-helix domain-containing protein	91	5.09784E-30	F:GO:0003677 F:DNA binding
NGJCOJPH_01085	transcriptional regulator	116	1.91709E-61	F:GO:0003677 F:DNA binding
NGJCOJPH_01141	helix-turn-helix domain-containing protein	58	2.04222E-27	F:GO:0003677 F:DNA binding
NGJCOJPH_01248	helix-turn-helix domain-containing protein	83	1.23418E-25	F:GO:0003677 F:DNA binding
NGJCOJPH_01378	hypothetical protein	74	4.35438E-41	F:GO:0003677 F:DNA binding
NGJCOJPH_00728	Mobile element protein	128	3.26765E-50	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration; P:GO:0032196 P:transposition
NGJCOJPH_00922	Mobile element protein	120	3.01536E-72	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration; P:GO:0032196 P:transposition
NGJCOJPH_00835	DDE-type integrase/transposase/recombinase	346	1.58395E-115	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane
NGJCOJPH_00039	IS3 family transposase	264	2.15443E-170	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00182	IS3 family transposase	264	1.7492E-170	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00217	Mobile element protein	101	1.14165E-56	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00268	helix-turn-helix domain-containing protein	144	1.57501E-30	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00269	integrase core domain-containing protein	68	7.02842E-33	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00375	IS3 family transposase	264	1.03407E-168	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00462	DDE-type integrase/transposase/recombinase	79	9.44051E-21	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00767	IS3 family transposase	264	1.7492E-170	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_00814	IS3 family transposase	264	1.7492E-170	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01017	Mobile element protein	100	3.17349E-34	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01024	IS3 family transposase	245	4.37026E-155	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01026	transposase family protein	111	1.10909E-71	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01223	Mobile element protein	42	1.41758E-22	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01230	IS3 family transposase	264	1.7492E-170	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01304	IS481 family transposase	300	4.89537E-101	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01331	IS3 family transposase	264	2.15443E-170	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01333	transposase family protein	111	9.62006E-72	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01456	IS30 family transposase	174	7.24764E-51	F:GO:0003676 F:nucleic acid binding; P:GO:0015074 P:DNA integration
NGJCOJPH_01375	DNA adenine methylase	286	1.63361E-172	F:GO:0003676 F:nucleic acid binding; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0009007 F:site-specific DNA-methyltransferase (adenine-specific) activity; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation; P:GO:0032775 P:DNA methylation on adenine; P:GO:0043412 P:macromolecule modification; P:GO:0044238 P:primary metabolic process; P:GO:0044260 P:cellular macromolecule metabolic process
NGJCOJPH_00052	peptide chain release factor N(5)-glutamine methyltransferase	261	1.38604E-164	F:GO:0003676 F:nucleic acid binding; P:GO:0006479 P:protein methylation; F:GO:0008168 F:methyltransferase activity; F:GO:0008276 F:protein methyltransferase activity; F:GO:0008757 F:S-adenosylmethionine-dependent methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0018364 P:peptidyl-glutamine methylation; P:GO:0019538 P:protein metabolic process; P:GO:0032259 P:methylation; F:GO:0036009 F:protein-glutamine N-methyltransferase activity; P:GO:0043412 P:macromolecule modification; P:GO:0044260 P:cellular macromolecule metabolic process; F:GO:0102559 F:protein-(glutamine-N5) methyltransferase activity
NGJCOJPH_00755	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	192	3.30849E-124	F:GO:0003676 F:nucleic acid binding; P:GO:0006364 P:rRNA processing; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0016740 F:transferase activity; P:GO:0031167 P:rRNA methylation; P:GO:0032259 P:methylation; P:GO:0043412 P:macromolecule modification; P:GO:0044238 P:primary metabolic process; P:GO:0044260 P:cellular macromolecule metabolic process; F:GO:0052913 F:16S rRNA (guanine(966)-N(2))-methyltransferase activity
NGJCOJPH_01268	YraN family protein	123	9.69791E-79	F:GO:0003676 F:nucleic acid binding; F:GO:0004519 F:endonuclease activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00259	single-stranded-DNA-specific exonuclease RecJ	571	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0004518 F:nuclease activity; F:GO:0004527 F:exonuclease activity; P:GO:0006281 P:DNA repair; P:GO:0006310 P:DNA recombination; F:GO:0008409 F:5'-3' exonuclease activity; F:GO:0016787 F:hydrolase activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00103	Exodeoxyribonuclease VII large subunit	466	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0004518 F:nuclease activity; F:GO:0004527 F:exonuclease activity; C:GO:0005737 C:cytoplasm; P:GO:0006308 P:DNA catabolic process; F:GO:0008855 F:exodeoxyribonuclease VII activity; C:GO:0009318 C:exodeoxyribonuclease VII complex; F:GO:0016787 F:hydrolase activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_01045	DNA repair protein RadC	150	2.18219E-72	F:GO:0003676 F:nucleic acid binding; F:GO:0003886 F:DNA (cytosine-5-)-methyltransferase activity; P:GO:0006508 P:proteolysis; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0008233 F:peptidase activity; F:GO:0008237 F:metallopeptidase activity; F:GO:0009007 F:site-specific DNA-methyltransferase (adenine-specific) activity; P:GO:0009307 P:DNA restriction-modification system; F:GO:0016740 F:transferase activity; F:GO:0016787 F:hydrolase activity; P:GO:0032259 P:methylation; P:GO:0032775 P:DNA methylation on adenine; P:GO:0043412 P:macromolecule modification; P:GO:0044238 P:primary metabolic process; P:GO:0044260 P:cellular macromolecule metabolic process; F:GO:0046872 F:metal ion binding; P:GO:0090116 P:C-5 methylation of cytosine
NGJCOJPH_00031	DNA polymerase III subunit alpha	1144	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003824 F:catalytic activity; F:GO:0003887 F:DNA-directed DNA polymerase activity; C:GO:0005737 C:cytoplasm; P:GO:0006260 P:DNA replication; F:GO:0008408 F:3'-5' exonuclease activity; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; P:GO:0071897 P:DNA biosynthetic process; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_00720	Rne/Rng family ribonuclease	608	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0004540 F:ribonuclease activity; P:GO:0006396 P:RNA processing; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding; P:GO:0090501 P:RNA phosphodiester bond hydrolysis
NGJCOJPH_00614	ribonuclease R	705	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0004518 F:nuclease activity; F:GO:0004527 F:exonuclease activity; F:GO:0004540 F:ribonuclease activity; C:GO:0005737 C:cytoplasm; C:GO:0005829 C:cytosol; F:GO:0008859 F:exoribonuclease II activity; P:GO:0016070 P:RNA metabolic process; F:GO:0016787 F:hydrolase activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis; P:GO:0090501 P:RNA phosphodiester bond hydrolysis; P:GO:0090503 P:RNA phosphodiester bond hydrolysis, exonucleolytic
NGJCOJPH_01266	ribonuclease HII	184	2.72864E-109	F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0004518 F:nuclease activity; F:GO:0004519 F:endonuclease activity; F:GO:0004523 F:RNA-DNA hybrid ribonuclease activity; C:GO:0005737 C:cytoplasm; P:GO:0006401 P:RNA catabolic process; F:GO:0016787 F:hydrolase activity; F:GO:0030145 F:manganese ion binding; P:GO:0044238 P:primary metabolic process; F:GO:0046872 F:metal ion binding; P:GO:0071704 P:organic substance metabolic process; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis; P:GO:0090502 P:RNA phosphodiester bond hydrolysis, endonucleolytic
NGJCOJPH_00293	30S ribosomal protein S1	559	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01123	30S ribosomal protein S3	230	1.05192E-162	F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0003729 F:mRNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_00418	site-specific DNA-methyltransferase	185	1.66161E-120	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; P:GO:0006306 P:DNA methylation; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0008170 F:N-methyltransferase activity; F:GO:0009007 F:site-specific DNA-methyltransferase (adenine-specific) activity; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation; P:GO:0032775 P:DNA methylation on adenine; P:GO:0043412 P:macromolecule modification; P:GO:0044238 P:primary metabolic process; P:GO:0044260 P:cellular macromolecule metabolic process
NGJCOJPH_01047	site-specific DNA-methyltransferase	152	1.95346E-87	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; P:GO:0006306 P:DNA methylation; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0008170 F:N-methyltransferase activity; F:GO:0009007 F:site-specific DNA-methyltransferase (adenine-specific) activity; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation; P:GO:0032775 P:DNA methylation on adenine; P:GO:0043412 P:macromolecule modification; P:GO:0044238 P:primary metabolic process; P:GO:0044260 P:cellular macromolecule metabolic process
NGJCOJPH_00415	site-specific DNA-methyltransferase	105	1.53246E-41	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; P:GO:0006260 P:DNA replication; P:GO:0006306 P:DNA methylation; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008168 F:methyltransferase activity; F:GO:0008170 F:N-methyltransferase activity; F:GO:0009007 F:site-specific DNA-methyltransferase (adenine-specific) activity; P:GO:0009307 P:DNA restriction-modification system; F:GO:0016740 F:transferase activity; P:GO:0032259 P:methylation; P:GO:0032775 P:DNA methylation on adenine; P:GO:0043412 P:macromolecule modification; P:GO:0044238 P:primary metabolic process; P:GO:0044260 P:cellular macromolecule metabolic process
NGJCOJPH_00006	Mobile element protein	83	1.11804E-34	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00124	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00209	Mobile element protein	129	6.07085E-77	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00216	IS3 family transposase	73	1.93095E-23	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00243	Mobile element protein	83	2.27876E-34	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00244	Mobile element protein	78	2.24335E-22	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00245	IS3 family transposase	205	2.12895E-131	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00323	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00365	Mobile element protein	83	6.96527E-34	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00372	IS3 family transposase	205	8.66548E-131	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00398	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00416	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00541	IS3 family transposase	205	1.03234E-131	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00553	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00558	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00561	Mobile element protein	129	6.07085E-77	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00624	IS3 family transposase	67	6.43634E-33	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00640	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00697	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00726	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00729	Mobile element protein	220	2.87606E-119	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00739	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00865	IS3 family transposase	205	1.152E-131	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00918	Mobile element protein	67	2.31547E-23	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_00932	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_01219	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_01237	IS3 family transposase	186	9.04561E-96	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_01238	Mobile element protein	388	0.0	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_01276	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_01307	IS3 family transposase	205	1.97076E-132	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
NGJCOJPH_01497	Mobile element protein	87	1.31695E-10	F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0004803 F:transposase activity; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0015074 P:DNA integration
