transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
TRINITY_DN23994_c1_g2_i1	TRINITY_DN23994_c1_g2_i1	1940	1707.36	51.00	12.22	8.40	100.00
TRINITY_DN23997_c0_g1_i1	TRINITY_DN23997_c0_g1_i1	2877	2644.36	129.00	19.96	13.72	100.00
TRINITY_DN23998_c0_g1_i2	TRINITY_DN23998_c0_g1_i2	346	114.22	0.00	0.00	0.00	0.00
TRINITY_DN2399_c0_g1_i1	TRINITY_DN2399_c0_g1_i1	778	545.36	374.00	280.53	192.94	100.00
TRINITY_DN239_c0_g1_i2	TRINITY_DN239_c0_g1_i2	11988	11755.36	44797.00	1558.84	1072.11	100.00
TRINITY_DN239_c1_g1_i1	TRINITY_DN239_c1_g1_i1	710	477.37	1929.00	1652.99	1136.86	100.00
TRINITY_DN23_c6_g3_i2	TRINITY_DN23_c6_g3_i2	2169	1936.36	822.00	173.65	119.43	100.00
TRINITY_DN23_c9_g1_i1	TRINITY_DN23_c9_g1_i1	853	620.36	101.00	66.60	45.80	100.00
TRINITY_DN24001_c1_g1_i1	TRINITY_DN24001_c1_g1_i1	400	167.73	3.00	7.32	5.03	100.00
TRINITY_DN24004_c0_g1_i2	TRINITY_DN24004_c0_g1_i2	962	729.36	19.00	10.66	7.33	100.00
TRINITY_DN24008_c0_g2_i1	TRINITY_DN24008_c0_g2_i1	2041	1808.36	127.00	28.73	19.76	100.00
TRINITY_DN24013_c1_g2_i1	TRINITY_DN24013_c1_g2_i1	1940	1707.36	48.00	11.50	7.91	100.00
TRINITY_DN24014_c2_g1_i1	TRINITY_DN24014_c2_g1_i1	305	74.62	0.00	0.00	0.00	0.00
TRINITY_DN2401_c7_g1_i2	TRINITY_DN2401_c7_g1_i2	2825	2592.36	397.00	62.64	43.08	100.00
TRINITY_DN24020_c0_g1_i2	TRINITY_DN24020_c0_g1_i2	514	281.48	3.00	4.36	3.00	100.00
TRINITY_DN24022_c0_g1_i1	TRINITY_DN24022_c0_g1_i1	1308	1075.36	34.00	12.93	8.90	100.00
TRINITY_DN24024_c0_g3_i2	TRINITY_DN24024_c0_g3_i2	577	344.42	0.00	0.00	0.00	0.00
TRINITY_DN24028_c0_g2_i1	TRINITY_DN24028_c0_g2_i1	3940	3707.36	84.00	9.27	6.37	100.00
TRINITY_DN2402_c0_g1_i2	TRINITY_DN2402_c0_g1_i2	976	743.36	190.00	104.55	71.91	100.00
TRINITY_DN24030_c1_g2_i2	TRINITY_DN24030_c1_g2_i2	1857	1624.36	41.00	10.32	7.10	100.00
TRINITY_DN24034_c0_g1_i2	TRINITY_DN24034_c0_g1_i2	2017	1784.36	45.00	10.32	7.10	100.00
TRINITY_DN24034_c1_g1_i1	TRINITY_DN24034_c1_g1_i1	727	494.37	12.00	9.93	6.83	100.00
TRINITY_DN24035_c1_g1_i4	TRINITY_DN24035_c1_g1_i4	1249	1016.36	20.00	8.05	5.54	100.00
TRINITY_DN2403_c0_g1_i6	TRINITY_DN2403_c0_g1_i6	2198	1965.36	96.00	19.98	13.74	100.00
TRINITY_DN24040_c0_g2_i1	TRINITY_DN24040_c0_g2_i1	455	222.57	5.00	9.19	6.32	100.00
TRINITY_DN24041_c0_g1_i15	TRINITY_DN24041_c0_g1_i15	4004	3771.36	122.00	13.23	9.10	100.00
TRINITY_DN24048_c0_g1_i1	TRINITY_DN24048_c0_g1_i1	343	111.27	3.00	11.03	7.59	100.00
TRINITY_DN2404_c1_g1_i17	TRINITY_DN2404_c1_g1_i17	2687	2454.36	105.00	17.50	12.04	100.00
TRINITY_DN24050_c0_g1_i1	TRINITY_DN24050_c0_g1_i1	678	445.37	10.00	9.18	6.32	100.00
TRINITY_DN24052_c0_g1_i2	TRINITY_DN24052_c0_g1_i2	1856	1623.36	30.00	7.56	5.20	100.00
TRINITY_DN24053_c0_g1_i1	TRINITY_DN24053_c0_g1_i1	3133	2900.36	116.00	16.36	11.25	100.00
TRINITY_DN24059_c0_g1_i2	TRINITY_DN24059_c0_g1_i2	853	620.36	9.00	5.93	4.08	100.00
TRINITY_DN2405_c2_g1_i2	TRINITY_DN2405_c2_g1_i2	2362	2129.36	120.00	23.05	15.85	100.00
TRINITY_DN24062_c0_g1_i10	TRINITY_DN24062_c0_g1_i10	535	302.46	9.00	12.17	8.37	100.00
TRINITY_DN24063_c2_g1_i1	TRINITY_DN24063_c2_g1_i1	301	70.88	3.00	17.31	11.91	100.00
TRINITY_DN24064_c1_g1_i2	TRINITY_DN24064_c1_g1_i2	550	317.44	18.00	23.20	15.95	100.00
TRINITY_DN24069_c0_g1_i2	TRINITY_DN24069_c0_g1_i2	1020	787.36	8.00	4.16	2.86	100.00
TRINITY_DN24074_c0_g4_i1	TRINITY_DN24074_c0_g4_i1	337	105.39	3.00	11.64	8.01	100.00
TRINITY_DN24076_c1_g1_i2	TRINITY_DN24076_c1_g1_i2	948	715.36	5.00	2.86	1.97	100.00
TRINITY_DN24077_c0_g1_i1	TRINITY_DN24077_c0_g1_i1	699	466.37	22.00	19.30	13.27	100.00
TRINITY_DN24079_c0_g1_i2	TRINITY_DN24079_c0_g1_i2	840	607.36	9.00	6.06	4.17	100.00
TRINITY_DN24081_c0_g1_i13	TRINITY_DN24081_c0_g1_i13	819	586.36	0.00	0.00	0.00	0.00
TRINITY_DN24085_c0_g1_i5	TRINITY_DN24085_c0_g1_i5	1860	1627.36	44.00	11.06	7.61	100.00
TRINITY_DN24085_c0_g2_i1	TRINITY_DN24085_c0_g2_i1	398	165.74	2.00	4.94	3.39	100.00
TRINITY_DN24085_c0_g3_i1	TRINITY_DN24085_c0_g3_i1	482	249.52	5.00	8.20	5.64	100.00
TRINITY_DN24085_c4_g1_i4	TRINITY_DN24085_c4_g1_i4	395	162.76	0.00	0.00	0.00	0.00
TRINITY_DN24085_c6_g1_i1	TRINITY_DN24085_c6_g1_i1	389	156.79	1.00	2.61	1.79	100.00
TRINITY_DN24089_c0_g1_i1	TRINITY_DN24089_c0_g1_i1	1736	1503.36	31.00	8.44	5.80	100.00
TRINITY_DN2408_c0_g3_i2	TRINITY_DN2408_c0_g3_i2	2028	1795.36	100.00	22.78	15.67	100.00
TRINITY_DN24090_c0_g1_i2	TRINITY_DN24090_c0_g1_i2	4146	3913.36	121.00	12.65	8.70	100.00
TRINITY_DN24092_c0_g1_i2	TRINITY_DN24092_c0_g1_i2	1175	942.36	35.00	15.19	10.45	100.00
TRINITY_DN24094_c0_g1_i6	TRINITY_DN24094_c0_g1_i6	594	361.41	5.00	5.66	3.89	100.00
TRINITY_DN24096_c0_g1_i6	TRINITY_DN24096_c0_g1_i6	4867	4634.36	1040.00	91.80	63.14	100.00
TRINITY_DN24097_c0_g1_i3	TRINITY_DN24097_c0_g1_i3	1621	1388.36	79.00	23.28	16.01	100.00
TRINITY_DN24111_c0_g1_i1	TRINITY_DN24111_c0_g1_i1	468	235.55	1.00	1.74	1.19	100.00
TRINITY_DN24116_c0_g1_i1	TRINITY_DN24116_c0_g1_i1	590	357.41	6.00	6.87	4.72	100.00
TRINITY_DN24119_c0_g1_i21	TRINITY_DN24119_c0_g1_i21	2540	2307.36	86.00	15.25	10.49	100.00
TRINITY_DN24119_c0_g2_i1	TRINITY_DN24119_c0_g2_i1	1092	859.36	64.00	30.46	20.95	100.00
TRINITY_DN24119_c2_g1_i1	TRINITY_DN24119_c2_g1_i1	1018	785.36	34.00	17.71	12.18	100.00
TRINITY_DN24120_c0_g1_i8	TRINITY_DN24120_c0_g1_i8	532	299.46	0.00	0.00	0.00	0.00
TRINITY_DN24121_c0_g1_i1	TRINITY_DN24121_c0_g1_i1	317	86.00	0.00	0.00	0.00	0.00
TRINITY_DN24124_c0_g1_i1	TRINITY_DN24124_c0_g1_i1	2490	2257.36	43.00	7.79	5.36	100.00
TRINITY_DN24127_c0_g1_i2	TRINITY_DN24127_c0_g1_i2	564	331.43	6.00	7.41	5.09	100.00
TRINITY_DN2412_c0_g1_i5	TRINITY_DN2412_c0_g1_i5	512	279.48	9.00	13.17	9.06	100.00
TRINITY_DN24132_c0_g1_i2	TRINITY_DN24132_c0_g1_i2	683	450.37	2.00	1.82	1.25	100.00
TRINITY_DN2413_c0_g1_i3	TRINITY_DN2413_c0_g1_i3	1291	1058.36	29.00	11.21	7.71	100.00
TRINITY_DN24145_c0_g1_i1	TRINITY_DN24145_c0_g1_i1	326	94.68	11.00	47.53	32.69	100.00
TRINITY_DN24147_c0_g2_i1	TRINITY_DN24147_c0_g2_i1	953	720.36	26.00	14.76	10.15	100.00
TRINITY_DN24149_c3_g3_i1	TRINITY_DN24149_c3_g3_i1	458	225.56	2.00	3.63	2.49	100.00
TRINITY_DN2414_c0_g1_i1	TRINITY_DN2414_c0_g1_i1	1068	835.36	1370.00	670.86	461.39	100.00
TRINITY_DN2414_c17_g1_i1	TRINITY_DN2414_c17_g1_i1	1556	1323.36	2114.00	653.45	449.42	100.00
TRINITY_DN2414_c1_g2_i3	TRINITY_DN2414_c1_g2_i3	3370	3137.36	200.00	26.08	17.93	100.00
TRINITY_DN2414_c5_g1_i1	TRINITY_DN2414_c5_g1_i1	514	281.48	23.00	33.42	22.99	100.00
TRINITY_DN24153_c1_g2_i10	TRINITY_DN24153_c1_g2_i10	1830	1597.36	72.00	18.44	12.68	100.00
TRINITY_DN24153_c6_g1_i1	TRINITY_DN24153_c6_g1_i1	500	267.50	9.00	13.76	9.47	100.00
TRINITY_DN24157_c0_g1_i4	TRINITY_DN24157_c0_g1_i4	1965	1732.36	67.00	15.82	10.88	100.00
TRINITY_DN24160_c0_g1_i1	TRINITY_DN24160_c0_g1_i1	492	259.51	4.00	6.31	4.34	100.00
TRINITY_DN24168_c6_g1_i2	TRINITY_DN24168_c6_g1_i2	2700	2467.36	77.00	12.77	8.78	100.00
TRINITY_DN24174_c0_g1_i5	TRINITY_DN24174_c0_g1_i5	1070	837.36	42.00	20.52	14.11	100.00
TRINITY_DN24186_c0_g1_i1	TRINITY_DN24186_c0_g1_i1	1140	907.36	21.00	9.47	6.51	100.00
TRINITY_DN24191_c3_g1_i3	TRINITY_DN24191_c3_g1_i3	3743	3510.36	101.00	11.77	8.09	100.00
TRINITY_DN241_c0_g1_i6	TRINITY_DN241_c0_g1_i6	3004	2771.36	646.00	95.35	65.58	100.00
TRINITY_DN24205_c1_g1_i1	TRINITY_DN24205_c1_g1_i1	1357	1124.36	27.00	9.82	6.76	100.00
TRINITY_DN24206_c0_g1_i4	TRINITY_DN24206_c0_g1_i4	734	501.37	10.00	8.16	5.61	100.00
TRINITY_DN24209_c1_g1_i2	TRINITY_DN24209_c1_g1_i2	955	722.36	14.00	7.93	5.45	100.00
TRINITY_DN24209_c2_g3_i2	TRINITY_DN24209_c2_g3_i2	1324	1091.36	22.00	8.25	5.67	100.00
TRINITY_DN24215_c1_g1_i2	TRINITY_DN24215_c1_g1_i2	492	259.51	7.00	11.03	7.59	100.00
TRINITY_DN24216_c3_g1_i1	TRINITY_DN24216_c3_g1_i1	303	72.75	6.00	33.74	23.20	100.00
TRINITY_DN24217_c0_g2_i4	TRINITY_DN24217_c0_g2_i4	1348	1115.36	18.00	6.60	4.54	100.00
TRINITY_DN24221_c0_g2_i1	TRINITY_DN24221_c0_g2_i1	671	438.37	5.00	4.67	3.21	100.00
TRINITY_DN24222_c0_g1_i3	TRINITY_DN24222_c0_g1_i3	379	146.85	4.00	11.14	7.66	100.00
TRINITY_DN24223_c0_g1_i1	TRINITY_DN24223_c0_g1_i1	2368	2135.36	86.00	16.47	11.33	100.00
TRINITY_DN24231_c0_g1_i1	TRINITY_DN24231_c0_g1_i1	716	483.37	7.00	5.92	4.07	100.00
TRINITY_DN24231_c0_g2_i1	TRINITY_DN24231_c0_g2_i1	1149	916.36	20.00	8.93	6.14	100.00
TRINITY_DN24232_c0_g1_i1	TRINITY_DN24232_c0_g1_i1	430	197.63	2.00	4.14	2.85	100.00
TRINITY_DN2423_c4_g2_i1	TRINITY_DN2423_c4_g2_i1	2087	1854.36	66.00	14.56	10.01	100.00
TRINITY_DN24240_c0_g1_i4	TRINITY_DN24240_c0_g1_i4	1342	1109.36	31.00	11.43	7.86	100.00
TRINITY_DN24248_c3_g1_i1	TRINITY_DN24248_c3_g1_i1	374	141.89	2.00	5.77	3.97	100.00
TRINITY_DN2424_c0_g1_i9	TRINITY_DN2424_c0_g1_i9	1630	1397.36	189.00	55.33	38.05	100.00
TRINITY_DN24251_c0_g2_i4	TRINITY_DN24251_c0_g2_i4	3016	2783.36	116.00	17.05	11.73	100.00
TRINITY_DN24251_c2_g1_i3	TRINITY_DN24251_c2_g1_i3	616	383.40	5.00	5.33	3.67	100.00
TRINITY_DN24251_c9_g1_i1	TRINITY_DN24251_c9_g1_i1	954	721.36	9.00	5.10	3.51	100.00
TRINITY_DN24261_c7_g1_i1	TRINITY_DN24261_c7_g1_i1	1064	831.36	25.00	12.30	8.46	100.00
TRINITY_DN24265_c5_g1_i1	TRINITY_DN24265_c5_g1_i1	1580	1347.36	37.00	11.23	7.73	100.00
TRINITY_DN24267_c3_g1_i1	TRINITY_DN24267_c3_g1_i1	469	236.54	2.00	3.46	2.38	100.00
TRINITY_DN24268_c1_g1_i1	TRINITY_DN24268_c1_g1_i1	2101	1868.36	45.00	9.85	6.78	100.00
TRINITY_DN24277_c0_g1_i2	TRINITY_DN24277_c0_g1_i2	321	89.85	2.00	9.11	6.26	100.00
TRINITY_DN24280_c1_g1_i1	TRINITY_DN24280_c1_g1_i1	1082	849.36	35.00	16.86	11.59	100.00
TRINITY_DN24295_c0_g1_i1	TRINITY_DN24295_c0_g1_i1	378	145.86	6.00	16.83	11.57	100.00
TRINITY_DN24298_c0_g1_i4	TRINITY_DN24298_c0_g1_i4	528	295.46	0.00	0.00	0.00	0.00
TRINITY_DN242_c12_g2_i2	TRINITY_DN242_c12_g2_i2	4082	3849.36	1718.00	182.57	125.56	100.00
TRINITY_DN242_c19_g1_i3	TRINITY_DN242_c19_g1_i3	2138	1905.36	369.00	79.22	54.48	100.00
TRINITY_DN242_c2_g1_i1	TRINITY_DN242_c2_g1_i1	1215	982.36	866.00	360.61	248.01	100.00
TRINITY_DN242_c8_g1_i6	TRINITY_DN242_c8_g1_i6	1065	832.36	85.00	41.77	28.73	100.00
TRINITY_DN24304_c0_g1_i1	TRINITY_DN24304_c0_g1_i1	1237	1004.36	101.00	41.14	28.29	100.00
TRINITY_DN24315_c0_g1_i10	TRINITY_DN24315_c0_g1_i10	460	227.56	3.00	5.39	3.71	100.00
TRINITY_DN24316_c3_g1_i1	TRINITY_DN24316_c3_g1_i1	1863	1630.36	42.00	10.54	7.25	100.00
TRINITY_DN24316_c7_g1_i1	TRINITY_DN24316_c7_g1_i1	1302	1069.36	35.00	13.39	9.21	100.00
TRINITY_DN2431_c0_g1_i1	TRINITY_DN2431_c0_g1_i1	987	754.36	651.00	353.01	242.79	100.00
TRINITY_DN24320_c0_g1_i1	TRINITY_DN24320_c0_g1_i1	1659	1426.36	27.00	7.74	5.33	100.00
TRINITY_DN24321_c0_g1_i5	TRINITY_DN24321_c0_g1_i5	3194	2961.36	126.00	17.40	11.97	100.00
TRINITY_DN2432_c0_g1_i1	TRINITY_DN2432_c0_g1_i1	601	368.40	9.00	9.99	6.87	100.00
TRINITY_DN24333_c1_g2_i1	TRINITY_DN24333_c1_g2_i1	1256	1023.36	47.00	18.79	12.92	100.00
TRINITY_DN24333_c1_g3_i1	TRINITY_DN24333_c1_g3_i1	357	125.06	8.00	26.17	18.00	100.00
TRINITY_DN24335_c0_g1_i1	TRINITY_DN24335_c0_g1_i1	304	73.68	1.00	5.55	3.82	100.00
TRINITY_DN2433_c0_g1_i14	TRINITY_DN2433_c0_g1_i14	1159	926.36	63.00	27.82	19.13	100.00
TRINITY_DN24344_c0_g1_i1	TRINITY_DN24344_c0_g1_i1	626	393.39	7.00	7.28	5.01	100.00
TRINITY_DN24347_c1_g1_i1	TRINITY_DN24347_c1_g1_i1	386	153.81	25.00	66.49	45.73	100.00
TRINITY_DN24351_c0_g1_i1	TRINITY_DN24351_c0_g1_i1	384	151.82	2.00	5.39	3.71	100.00
TRINITY_DN24353_c0_g3_i2	TRINITY_DN24353_c0_g3_i2	611	378.40	5.00	5.41	3.72	100.00
TRINITY_DN24355_c0_g1_i1	TRINITY_DN24355_c0_g1_i1	860	627.36	14.00	9.13	6.28	100.00
TRINITY_DN24359_c0_g1_i2	TRINITY_DN24359_c0_g1_i2	1101	868.36	17.00	8.01	5.51	100.00
TRINITY_DN2435_c1_g2_i2	TRINITY_DN2435_c1_g2_i2	1447	1214.36	321.00	108.13	74.37	100.00
TRINITY_DN2435_c3_g1_i1	TRINITY_DN2435_c3_g1_i1	402	169.72	4.00	9.64	6.63	100.00
TRINITY_DN24366_c0_g2_i1	TRINITY_DN24366_c0_g2_i1	1185	952.36	26.00	11.17	7.68	100.00
TRINITY_DN24367_c0_g2_i1	TRINITY_DN24367_c0_g2_i1	1091	858.36	10.00	4.77	3.28	100.00
TRINITY_DN24372_c0_g1_i1	TRINITY_DN24372_c0_g1_i1	606	373.40	2.00	2.19	1.51	100.00
TRINITY_DN24373_c0_g3_i1	TRINITY_DN24373_c0_g3_i1	611	378.40	15.00	16.22	11.15	100.00
TRINITY_DN24376_c0_g1_i1	TRINITY_DN24376_c0_g1_i1	870	637.36	14.00	8.99	6.18	100.00
TRINITY_DN2437_c0_g1_i8	TRINITY_DN2437_c0_g1_i8	3243	3010.36	256.00	34.79	23.92	100.00
TRINITY_DN24389_c0_g1_i1	TRINITY_DN24389_c0_g1_i1	2384	2151.36	105.00	19.96	13.73	100.00
TRINITY_DN24392_c0_g1_i2	TRINITY_DN24392_c0_g1_i2	1780	1547.36	89.00	23.53	16.18	100.00
TRINITY_DN2439_c1_g1_i1	TRINITY_DN2439_c1_g1_i1	1666	1433.36	80.00	22.83	15.70	100.00
TRINITY_DN243_c0_g1_i12	TRINITY_DN243_c0_g1_i12	3441	3208.36	3296.00	420.24	289.02	100.00
TRINITY_DN243_c1_g2_i2	TRINITY_DN243_c1_g2_i2	3141	2908.36	1691.00	237.84	163.58	100.00
TRINITY_DN243_c3_g1_i2	TRINITY_DN243_c3_g1_i2	1335	1102.36	123.00	45.64	31.39	100.00
TRINITY_DN24402_c0_g1_i1	TRINITY_DN24402_c0_g1_i1	388	155.79	4.00	10.50	7.22	100.00
TRINITY_DN24402_c0_g2_i1	TRINITY_DN24402_c0_g2_i1	477	244.53	4.00	6.69	4.60	100.00
TRINITY_DN24405_c0_g1_i1	TRINITY_DN24405_c0_g1_i1	1886	1653.36	41.00	10.14	6.98	100.00
TRINITY_DN24407_c0_g2_i3	TRINITY_DN24407_c0_g2_i3	1647	1414.36	50.00	14.46	9.95	100.00
TRINITY_DN24410_c1_g2_i1	TRINITY_DN24410_c1_g2_i1	1010	777.36	32.00	16.84	11.58	100.00
TRINITY_DN24413_c0_g2_i1	TRINITY_DN24413_c0_g2_i1	609	376.40	8.00	8.69	5.98	100.00
TRINITY_DN24416_c0_g1_i9	TRINITY_DN24416_c0_g1_i9	636	403.39	3.00	3.04	2.09	100.00
TRINITY_DN24429_c0_g2_i1	TRINITY_DN24429_c0_g2_i1	2028	1795.36	21.00	4.78	3.29	100.00
TRINITY_DN24438_c0_g1_i2	TRINITY_DN24438_c0_g1_i2	2009	1776.36	62.00	14.28	9.82	100.00
TRINITY_DN24438_c0_g2_i1	TRINITY_DN24438_c0_g2_i1	311	80.28	7.00	35.67	24.53	100.00
TRINITY_DN24444_c0_g1_i1	TRINITY_DN24444_c0_g1_i1	3535	3302.36	106.00	13.13	9.03	100.00
TRINITY_DN24444_c3_g1_i1	TRINITY_DN24444_c3_g1_i1	551	318.44	44.00	56.52	38.87	100.00
TRINITY_DN24447_c0_g1_i1	TRINITY_DN24447_c0_g1_i1	315	84.09	0.00	0.00	0.00	0.00
TRINITY_DN24448_c0_g1_i6	TRINITY_DN24448_c0_g1_i6	2175	1942.36	54.22	11.42	7.85	100.00
TRINITY_DN24448_c0_g2_i1	TRINITY_DN24448_c0_g2_i1	1864	1631.36	157.78	39.56	27.21	100.00
TRINITY_DN24450_c0_g1_i2	TRINITY_DN24450_c0_g1_i2	588	355.41	7.00	8.06	5.54	100.00
TRINITY_DN24451_c5_g1_i1	TRINITY_DN24451_c5_g1_i1	1051	818.36	18.00	9.00	6.19	100.00
TRINITY_DN24465_c1_g2_i8	TRINITY_DN24465_c1_g2_i8	2618	2385.36	108.00	18.52	12.74	100.00
TRINITY_DN24466_c0_g1_i1	TRINITY_DN24466_c0_g1_i1	352	120.12	2.00	6.81	4.68	100.00
TRINITY_DN24466_c0_g2_i2	TRINITY_DN24466_c0_g2_i2	712	479.37	8.00	6.83	4.70	100.00
TRINITY_DN24467_c0_g1_i1	TRINITY_DN24467_c0_g1_i1	322	90.81	3.00	13.51	9.29	100.00
TRINITY_DN24467_c0_g2_i1	TRINITY_DN24467_c0_g2_i1	432	199.62	2.00	4.10	2.82	100.00
TRINITY_DN2446_c0_g1_i12	TRINITY_DN2446_c0_g1_i12	1001	768.36	18.00	9.58	6.59	100.00
TRINITY_DN2446_c0_g2_i1	TRINITY_DN2446_c0_g2_i1	3152	2919.36	223.00	31.25	21.49	100.00
TRINITY_DN24477_c0_g1_i2	TRINITY_DN24477_c0_g1_i2	981	748.36	27.00	14.76	10.15	100.00
TRINITY_DN24478_c2_g1_i1	TRINITY_DN24478_c2_g1_i1	727	494.37	4.00	3.31	2.28	100.00
TRINITY_DN2447_c0_g1_i1	TRINITY_DN2447_c0_g1_i1	2032	1799.36	68.00	15.46	10.63	100.00
TRINITY_DN24480_c0_g1_i3	TRINITY_DN24480_c0_g1_i3	1222	989.36	35.00	14.47	9.95	100.00
TRINITY_DN24483_c1_g3_i1	TRINITY_DN24483_c1_g3_i1	1663	1430.36	53.00	15.16	10.42	100.00
TRINITY_DN24483_c2_g1_i2	TRINITY_DN24483_c2_g1_i2	626	393.39	18.00	18.72	12.87	100.00
TRINITY_DN24489_c0_g1_i8	TRINITY_DN24489_c0_g1_i8	1817	1584.36	49.00	12.65	8.70	100.00
TRINITY_DN2448_c2_g1_i12	TRINITY_DN2448_c2_g1_i12	4640	4407.36	345.00	32.02	22.02	100.00
TRINITY_DN24491_c0_g1_i2	TRINITY_DN24491_c0_g1_i2	1099	866.36	12.00	5.67	3.90	100.00
TRINITY_DN24491_c1_g1_i1	TRINITY_DN24491_c1_g1_i1	3441	3208.36	160.00	20.40	14.03	100.00
TRINITY_DN24492_c2_g1_i5	TRINITY_DN24492_c2_g1_i5	1688	1455.36	39.00	10.96	7.54	100.00
TRINITY_DN24492_c3_g1_i5	TRINITY_DN24492_c3_g1_i5	695	462.37	20.00	17.69	12.17	100.00
TRINITY_DN24496_c3_g2_i2	TRINITY_DN24496_c3_g2_i2	646	413.38	27.00	26.72	18.38	100.00
TRINITY_DN244_c0_g1_i2	TRINITY_DN244_c0_g1_i2	1484	1251.36	1473.00	481.51	331.17	100.00
TRINITY_DN244_c2_g1_i1	TRINITY_DN244_c2_g1_i1	3381	3148.36	149.00	19.36	13.31	100.00
TRINITY_DN24506_c0_g1_i1	TRINITY_DN24506_c0_g1_i1	962	729.36	13.00	7.29	5.01	100.00
TRINITY_DN24509_c7_g1_i1	TRINITY_DN24509_c7_g1_i1	1299	1066.36	61.00	23.40	16.09	100.00
TRINITY_DN24513_c0_g1_i7	TRINITY_DN24513_c0_g1_i7	772	539.36	3.00	2.28	1.56	100.00
TRINITY_DN2452_c3_g1_i2	TRINITY_DN2452_c3_g1_i2	300	69.95	33.00	192.98	132.72	100.00
TRINITY_DN24535_c0_g1_i1	TRINITY_DN24535_c0_g1_i1	1181	948.36	21.00	9.06	6.23	100.00
TRINITY_DN24542_c1_g1_i4	TRINITY_DN24542_c1_g1_i4	328	96.62	0.00	0.00	0.00	0.00
TRINITY_DN24546_c0_g1_i1	TRINITY_DN24546_c0_g1_i1	469	236.54	0.00	0.00	0.00	0.00
TRINITY_DN24548_c0_g1_i2	TRINITY_DN24548_c0_g1_i2	538	305.45	4.00	5.36	3.68	100.00
TRINITY_DN24550_c0_g1_i2	TRINITY_DN24550_c0_g1_i2	2391	2158.36	88.00	16.68	11.47	100.00
TRINITY_DN24556_c0_g1_i1	TRINITY_DN24556_c0_g1_i1	870	637.36	12.00	7.70	5.30	100.00
TRINITY_DN24558_c0_g1_i10	TRINITY_DN24558_c0_g1_i10	564	331.43	1.00	1.23	0.85	100.00
TRINITY_DN24559_c0_g1_i4	TRINITY_DN24559_c0_g1_i4	550	317.44	0.00	0.00	0.00	0.00
TRINITY_DN2455_c0_g1_i1	TRINITY_DN2455_c0_g1_i1	2740	2507.36	623.00	101.64	69.90	100.00
TRINITY_DN24561_c0_g1_i1	TRINITY_DN24561_c0_g1_i1	2796	2563.36	312.00	49.79	34.24	100.00
TRINITY_DN24561_c1_g2_i5	TRINITY_DN24561_c1_g2_i5	1063	830.36	29.00	14.29	9.83	100.00
TRINITY_DN2456_c6_g1_i1	TRINITY_DN2456_c6_g1_i1	328	96.62	15.00	63.51	43.68	100.00
TRINITY_DN24575_c0_g1_i8	TRINITY_DN24575_c0_g1_i8	540	307.45	6.00	7.98	5.49	100.00
TRINITY_DN24583_c0_g1_i4	TRINITY_DN24583_c0_g1_i4	416	183.67	5.00	11.14	7.66	100.00
TRINITY_DN24592_c0_g1_i2	TRINITY_DN24592_c0_g1_i2	305	74.62	4.00	21.93	15.08	100.00
TRINITY_DN245_c0_g1_i14	TRINITY_DN245_c0_g1_i14	2740	2507.36	842.00	137.37	94.48	100.00
TRINITY_DN24612_c4_g1_i1	TRINITY_DN24612_c4_g1_i1	1097	864.36	12.00	5.68	3.91	100.00
TRINITY_DN24614_c0_g1_i3	TRINITY_DN24614_c0_g1_i3	1866	1633.36	77.00	19.28	13.26	100.00
TRINITY_DN2461_c0_g1_i4	TRINITY_DN2461_c0_g1_i4	504	271.49	3.00	4.52	3.11	100.00
TRINITY_DN24620_c0_g1_i1	TRINITY_DN24620_c0_g1_i1	1699	1466.36	116.00	32.36	22.26	100.00
TRINITY_DN24624_c0_g1_i1	TRINITY_DN24624_c0_g1_i1	1984	1751.36	76.00	17.75	12.21	100.00
TRINITY_DN24626_c0_g1_i1	TRINITY_DN24626_c0_g1_i1	2746	2513.36	169.00	27.51	18.92	100.00
TRINITY_DN24628_c0_g1_i1	TRINITY_DN24628_c0_g1_i1	433	200.62	3.00	6.12	4.21	100.00
TRINITY_DN24631_c0_g1_i2	TRINITY_DN24631_c0_g1_i2	607	374.40	1.00	1.09	0.75	100.00
TRINITY_DN24633_c0_g1_i2	TRINITY_DN24633_c0_g1_i2	314	83.14	3.00	14.76	10.15	100.00
TRINITY_DN24639_c1_g1_i1	TRINITY_DN24639_c1_g1_i1	729	496.37	15.00	12.36	8.50	100.00
TRINITY_DN24642_c3_g3_i1	TRINITY_DN24642_c3_g3_i1	2053	1820.36	45.00	10.11	6.95	100.00
TRINITY_DN24643_c0_g1_i2	TRINITY_DN24643_c0_g1_i2	1095	862.36	110.00	52.18	35.89	100.00
TRINITY_DN24649_c0_g1_i5	TRINITY_DN24649_c0_g1_i5	703	470.37	7.00	6.09	4.19	100.00
TRINITY_DN24652_c0_g1_i1	TRINITY_DN24652_c0_g1_i1	915	682.36	16.00	9.59	6.60	100.00
TRINITY_DN24655_c1_g1_i3	TRINITY_DN24655_c1_g1_i3	1340	1107.36	58.00	21.43	14.74	100.00
TRINITY_DN24656_c0_g1_i2	TRINITY_DN24656_c0_g1_i2	2053	1820.36	93.00	20.90	14.37	100.00
TRINITY_DN2465_c0_g2_i2	TRINITY_DN2465_c0_g2_i2	2807	2574.36	437.00	69.44	47.76	100.00
