Gene_id	K
TRINITY_DN52801_c0_g1_i1.p1	K01489
TRINITY_DN52804_c0_g1_i1.p1	K08576
TRINITY_DN52810_c0_g1_i1.p1	K00485
TRINITY_DN52827_c0_g1_i5.p1	K05410
TRINITY_DN52834_c0_g1_i5.p1	K25768
TRINITY_DN52846_c0_g1_i1.p1	K13511
TRINITY_DN52862_c0_g1_i2.p1	K09454
TRINITY_DN52937_c0_g1_i1.p1	K08239
TRINITY_DN5297_c0_g1_i11.p1	K26232
TRINITY_DN52_c14_g1_i1.p1	K00522
TRINITY_DN52_c26_g1_i2.p1	K18201
TRINITY_DN52_c9_g1_i2.p1	K05863
TRINITY_DN53046_c0_g1_i9.p1	K00344
TRINITY_DN53049_c0_g1_i1.p1	K09828
TRINITY_DN53053_c0_g5_i1.p1	K23893
TRINITY_DN5306_c2_g1_i3.p1	K24738
TRINITY_DN5309_c0_g1_i1.p1	K10799
TRINITY_DN530_c0_g1_i7.p1	K14386
TRINITY_DN53110_c0_g1_i4.p1	K11656
TRINITY_DN53134_c0_g1_i3.p1	K05286
TRINITY_DN5314_c0_g1_i2.p1	K00232
TRINITY_DN5314_c0_g3_i2.p1	K00232
TRINITY_DN531_c11_g1_i1.p1	K09548
TRINITY_DN531_c15_g1_i5.p1	K04702
TRINITY_DN531_c1_g1_i3.p1	K20044
TRINITY_DN531_c2_g2_i2.p1	K09568
TRINITY_DN531_c34_g1_i1.p1	K09206
TRINITY_DN531_c6_g1_i1.p1	K02930
TRINITY_DN53219_c0_g1_i1.p1	K23298
TRINITY_DN5321_c7_g1_i1.p1	K20032
TRINITY_DN53249_c0_g1_i3.p1	K00799
TRINITY_DN5324_c0_g3_i7.p1	K09848
TRINITY_DN53272_c1_g1_i2.p1	K13350
TRINITY_DN5328_c0_g2_i1.p1	K10599
TRINITY_DN5328_c1_g1_i14.p1	K03680
TRINITY_DN53301_c0_g1_i1.p1	K03348
TRINITY_DN53316_c0_g1_i4.p1	K07870
TRINITY_DN53342_c2_g1_i1.p1	K17607
TRINITY_DN5339_c3_g1_i5.p1	K12323
TRINITY_DN53431_c0_g1_i1.p1	K12261
TRINITY_DN53453_c0_g1_i1.p1	K07512
TRINITY_DN53455_c0_g1_i4.p1	K15281
TRINITY_DN5345_c2_g1_i5.p1	K14381
TRINITY_DN53488_c0_g1_i2.p1	K08291
TRINITY_DN5348_c1_g1_i1.p1	K08683
TRINITY_DN53500_c0_g1_i2.p1	K00791
TRINITY_DN5350_c0_g1_i2.p1	K21772
TRINITY_DN5352_c0_g1_i1.p1	K04640
TRINITY_DN53533_c0_g1_i1.p1	K12620
TRINITY_DN5354_c0_g1_i1.p1	K12757
TRINITY_DN53594_c0_g1_i3.p1	K09228
TRINITY_DN53612_c0_g1_i1.p1	K10596
TRINITY_DN5364_c3_g1_i1.p1	K04497
TRINITY_DN5373_c0_g2_i1.p1	K01196
TRINITY_DN5373_c1_g1_i2.p1	K10456
TRINITY_DN53762_c0_g1_i2.p1	K06631
TRINITY_DN53778_c0_g1_i1.p1	K14808
TRINITY_DN5380_c0_g3_i1.p1	K02887
TRINITY_DN53842_c0_g1_i2.p1	K11140
TRINITY_DN53848_c0_g2_i2.p1	K10699
TRINITY_DN5385_c5_g2_i9.p1	K22754
TRINITY_DN53862_c0_g1_i6.p1	K25731
TRINITY_DN53866_c0_g1_i1.p1	K25091
TRINITY_DN53874_c0_g1_i1.p1	K02355
TRINITY_DN538_c3_g2_i1.p1	K11997
TRINITY_DN53910_c0_g1_i7.p1	K01127
TRINITY_DN53921_c0_g1_i1.p1	K15261
TRINITY_DN53951_c0_g1_i1.p1	K08366
TRINITY_DN53974_c0_g1_i2.p1	K20296
TRINITY_DN53998_c0_g2_i1.p1	K17575
TRINITY_DN53999_c0_g1_i2.p1	K07377
TRINITY_DN539_c0_g1_i1.p1	K06528
TRINITY_DN54003_c0_g1_i2.p1	K13100
TRINITY_DN54009_c0_g1_i2.p1	K12616
TRINITY_DN54019_c0_g1_i2.p1	K10595
TRINITY_DN54029_c0_g1_i1.p1	K01836
TRINITY_DN54030_c0_g1_i2.p1	K23501
TRINITY_DN54033_c0_g2_i4.p1	K00710
TRINITY_DN54043_c0_g1_i2.p1	K24621
TRINITY_DN5404_c1_g1_i17.p1	K00967
TRINITY_DN54051_c0_g2_i1.p1	K16743
TRINITY_DN54060_c0_g2_i3.p1	K21436
TRINITY_DN5406_c0_g2_i1.p1	K17608
TRINITY_DN54074_c0_g2_i3.p1	K16745
TRINITY_DN54084_c0_g1_i2.p1	K06678
TRINITY_DN54102_c0_g2_i2.p1	K20126
TRINITY_DN54126_c0_g1_i1.p1	K04482
TRINITY_DN5412_c0_g1_i4.p1	K05857
TRINITY_DN54160_c0_g1_i6.p1	K24964
TRINITY_DN54172_c0_g1_i4.p1	K08764
TRINITY_DN54176_c0_g1_i1.p1	K10803
TRINITY_DN54190_c6_g1_i1.p1	K03681
TRINITY_DN541_c1_g2_i2.p1	K25006
TRINITY_DN54203_c2_g1_i1.p1	K13238
TRINITY_DN54216_c0_g2_i1.p1	K14859
TRINITY_DN5421_c2_g1_i1.p1	K10049
TRINITY_DN5423_c0_g1_i17.p1	K05643
TRINITY_DN54248_c0_g1_i1.p1	K15050
TRINITY_DN54255_c0_g1_i1.p1	K15685
TRINITY_DN5425_c0_g2_i6.p1	K17508
TRINITY_DN54279_c0_g1_i2.p1	K23851
TRINITY_DN5430_c3_g2_i1.p2	K05361
TRINITY_DN54338_c0_g1_i2.p1	K08824
TRINITY_DN54351_c0_g1_i1.p1	K01907
TRINITY_DN54351_c0_g2_i1.p1	K01907
TRINITY_DN54377_c0_g1_i2.p1	K20095
TRINITY_DN54398_c1_g1_i3.p1	K16449
TRINITY_DN5442_c0_g2_i1.p1	K12844
TRINITY_DN54473_c0_g1_i1.p1	K01011
TRINITY_DN54483_c1_g1_i2.p1	K16535
TRINITY_DN5448_c1_g3_i1.p1	K08272
TRINITY_DN54540_c0_g1_i1.p1	K11163
TRINITY_DN54540_c1_g1_i1.p1	K11163
TRINITY_DN54579_c0_g1_i3.p1	K04688
TRINITY_DN545_c0_g1_i1.p1	K17286
TRINITY_DN545_c13_g1_i4.p1	K05691
TRINITY_DN5460_c0_g1_i1.p1	K02133
TRINITY_DN54645_c0_g1_i2.p1	K24869
TRINITY_DN54674_c0_g1_i5.p1	K26151
TRINITY_DN54676_c0_g1_i1.p1	K09098
TRINITY_DN5467_c0_g1_i2.p1	K09539
TRINITY_DN54720_c0_g1_i1.p1	K16546
TRINITY_DN54721_c0_g1_i1.p1	K18403
TRINITY_DN5474_c1_g2_i1.p1	K04675
TRINITY_DN5485_c0_g1_i1.p1	K09493
TRINITY_DN5487_c1_g1_i1.p1	K02678
TRINITY_DN5487_c2_g1_i6.p1	K18993
TRINITY_DN54936_c1_g1_i2.p1	K09292
TRINITY_DN54_c0_g1_i1.p1	K00940
TRINITY_DN55029_c0_g1_i2.p1	K16685
TRINITY_DN5502_c2_g1_i5.p1	K12398
TRINITY_DN550_c1_g1_i1.p1	K12180
TRINITY_DN55101_c0_g1_i1.p1	K14684
TRINITY_DN55183_c0_g1_i1.p1	K10408
TRINITY_DN55188_c0_g3_i2.p1	K11093
TRINITY_DN551_c1_g1_i1.p1	K12192
TRINITY_DN5521_c0_g1_i4.p1	K12479
TRINITY_DN55243_c0_g1_i2.p1	K12843
TRINITY_DN55258_c0_g1_i3.p1	K03165
TRINITY_DN55260_c0_g1_i2.p1	K15691
TRINITY_DN55264_c0_g1_i2.p1	K17914
TRINITY_DN55265_c0_g1_i1.p1	K14409
TRINITY_DN55274_c0_g1_i1.p1	K04393
TRINITY_DN55297_c0_g1_i2.p1	K14572
TRINITY_DN552_c0_g1_i1.p1	K23922
TRINITY_DN55304_c0_g1_i1.p1	K17286
TRINITY_DN55307_c0_g1_i2.p1	K11536
TRINITY_DN55308_c0_g1_i1.p1	K14620
TRINITY_DN55314_c0_g1_i2.p1	K15043
TRINITY_DN55341_c0_g1_i3.p1	K23554
TRINITY_DN55348_c0_g1_i1.p1	K16746
TRINITY_DN55363_c0_g1_i1.p1	K23345
TRINITY_DN55371_c0_g1_i2.p1	K13239
TRINITY_DN55372_c0_g1_i1.p2	K16474
TRINITY_DN55405_c0_g2_i1.p1	K07874
TRINITY_DN5541_c2_g2_i1.p1	K07880
TRINITY_DN55422_c1_g1_i14.p1	K00744
TRINITY_DN55434_c0_g1_i1.p1	K14347
TRINITY_DN55441_c0_g1_i3.p1	K00789
TRINITY_DN55456_c0_g1_i2.p1	K25771
TRINITY_DN5546_c0_g1_i3.p1	K00383
TRINITY_DN55472_c0_g1_i1.p1	K07943
TRINITY_DN554_c0_g1_i1.p2	K02976
TRINITY_DN55532_c0_g1_i1.p1	K15047
TRINITY_DN5554_c0_g1_i6.p1	K20121
TRINITY_DN5554_c1_g1_i7.p1	K11536
TRINITY_DN5558_c0_g1_i2.p1	K02731
TRINITY_DN5560_c3_g1_i3.p1	K06483
TRINITY_DN5562_c0_g1_i1.p1	K22470
TRINITY_DN5565_c1_g1_i2.p1	K10151
TRINITY_DN556_c0_g4_i2.p1	K07200
TRINITY_DN55702_c0_g1_i2.p1	K10350
TRINITY_DN5577_c3_g1_i1.p1	K12353
TRINITY_DN55791_c0_g1_i3.p1	K23336
TRINITY_DN55802_c0_g1_i1.p1	K15162
TRINITY_DN55809_c0_g1_i1.p1	K01809
TRINITY_DN5580_c0_g1_i3.p1	K08266
TRINITY_DN5583_c5_g1_i1.p1	K13443
TRINITY_DN55855_c0_g1_i3.p1	K01974
TRINITY_DN55858_c2_g1_i2.p1	K04729
TRINITY_DN55909_c0_g1_i6.p1	K17926
TRINITY_DN5595_c0_g1_i11.p1	K22827
TRINITY_DN55976_c0_g1_i1.p1	K17256
TRINITY_DN55992_c0_g1_i1.p1	K00602
TRINITY_DN559_c14_g2_i2.p1	K03245
TRINITY_DN55_c29_g1_i2.p1	K23001
TRINITY_DN55_c4_g1_i2.p1	K06494
TRINITY_DN56003_c0_g1_i1.p1	K24348
TRINITY_DN5601_c0_g1_i5.p1	K21956
TRINITY_DN56024_c0_g2_i1.p1	K11314
TRINITY_DN5602_c4_g1_i1.p1	K03504
TRINITY_DN56043_c0_g1_i1.p1	K23499
TRINITY_DN5608_c0_g1_i8.p1	K06249
TRINITY_DN56094_c0_g1_i2.p1	K22765
TRINITY_DN5611_c0_g1_i2.p1	K02183
TRINITY_DN56133_c0_g2_i2.p1	K09578
TRINITY_DN56158_c0_g1_i1.p2	K14767
TRINITY_DN5615_c0_g1_i15.p1	K00255
TRINITY_DN56179_c0_g1_i7.p1	K10393
TRINITY_DN5617_c0_g1_i2.p1	K06530
TRINITY_DN561_c0_g1_i35.p1	K17932
TRINITY_DN5620_c1_g1_i4.p1	K04674
TRINITY_DN56227_c0_g3_i2.p1	K00128
TRINITY_DN56251_c2_g1_i2.p1	K20410
TRINITY_DN56251_c2_g2_i1.p1	K20410
TRINITY_DN56261_c0_g1_i1.p1	K11858
TRINITY_DN56289_c0_g1_i6.p1	K23963
TRINITY_DN56289_c2_g3_i1.p1	K17513
TRINITY_DN562_c1_g1_i1.p1	K08632
TRINITY_DN5633_c0_g1_i1.p1	K17505
TRINITY_DN56343_c3_g1_i1.p1	K00710
TRINITY_DN5637_c0_g1_i7.p1	K10382
TRINITY_DN56388_c1_g1_i3.p1	K04506
TRINITY_DN56411_c0_g1_i1.p1	K03238
TRINITY_DN5642_c9_g1_i1.p1	K15281
TRINITY_DN56445_c1_g1_i4.p1	K11161
TRINITY_DN56461_c0_g1_i2.p1	K17479
TRINITY_DN5646_c1_g1_i3.p1	K01280
TRINITY_DN56508_c0_g1_i1.p1	K25204
TRINITY_DN56514_c1_g1_i3.p1	K17425
TRINITY_DN5655_c0_g1_i14.p1	K07426
TRINITY_DN56571_c2_g1_i1.p1	K10693
TRINITY_DN56576_c0_g1_i2.p1	K07555
TRINITY_DN5662_c0_g1_i4.p1	K23600
TRINITY_DN56690_c0_g1_i1.p1	K11644
TRINITY_DN5670_c0_g1_i12.p1	K24796
TRINITY_DN56712_c0_g1_i1.p1	K01468
TRINITY_DN5672_c0_g1_i5.p1	K14950
TRINITY_DN5676_c2_g1_i1.p1	K23643
TRINITY_DN56788_c1_g1_i3.p1	K15284
TRINITY_DN5679_c0_g1_i4.p1	K12863
TRINITY_DN5684_c1_g1_i3.p1	K06689
TRINITY_DN56893_c0_g1_i1.p1	K11363
TRINITY_DN56902_c0_g1_i1.p1	K09209
TRINITY_DN5694_c1_g4_i1.p1	K05970
TRINITY_DN56_c25_g1_i1.p1	K03462
TRINITY_DN57057_c0_g1_i2.p1	K16175
TRINITY_DN5705_c1_g1_i9.p1	K23334
TRINITY_DN57089_c0_g1_i1.p1	K24104
TRINITY_DN57093_c1_g1_i12.p1	K16727
TRINITY_DN5709_c0_g1_i4.p1	K12572
TRINITY_DN570_c0_g1_i5.p1	K12493
TRINITY_DN57146_c1_g2_i4.p1	K18735
TRINITY_DN5719_c1_g1_i5.p1	K01897
TRINITY_DN5719_c1_g2_i4.p1	K01897
TRINITY_DN5720_c0_g1_i3.p1	K08842
TRINITY_DN57215_c0_g1_i1.p1	K07304
TRINITY_DN57276_c0_g1_i1.p2	K24688
TRINITY_DN5727_c0_g1_i9.p1	K06094
TRINITY_DN572_c1_g2_i1.p1	K05402
TRINITY_DN57308_c1_g1_i1.p1	K20069
TRINITY_DN57309_c1_g1_i1.p1	K17586
TRINITY_DN5730_c0_g1_i2.p1	K02599
TRINITY_DN57357_c0_g1_i8.p1	K04994
TRINITY_DN57357_c1_g2_i4.p1	K09851
TRINITY_DN5739_c0_g1_i1.p1	K17292
TRINITY_DN573_c2_g3_i2.p1	K14165
TRINITY_DN57425_c1_g1_i1.p1	K24982
TRINITY_DN57449_c0_g1_i1.p1	K14797
TRINITY_DN5745_c0_g1_i1.p1	K00700
TRINITY_DN5748_c1_g1_i1.p1	K23214
TRINITY_DN5750_c0_g1_i4.p1	K06082
TRINITY_DN57516_c0_g1_i3.p1	K00253
TRINITY_DN57522_c0_g1_i1.p1	K16686
TRINITY_DN57550_c0_g3_i1.p1	K02354
TRINITY_DN57562_c0_g1_i18.p1	K21767
TRINITY_DN57562_c0_g2_i1.p1	K21767
TRINITY_DN5756_c2_g1_i4.p1	K00658
TRINITY_DN57573_c0_g1_i3.p1	K14376
TRINITY_DN5757_c0_g1_i6.p1	K24006
TRINITY_DN5759_c2_g1_i5.p1	K13515
TRINITY_DN575_c0_g1_i2.p1	K12394
TRINITY_DN57606_c0_g1_i2.p1	K03685
TRINITY_DN57654_c0_g1_i6.p1	K20630
TRINITY_DN5766_c2_g1_i4.p1	K05931
TRINITY_DN5767_c2_g1_i1.p1	K13711
TRINITY_DN5775_c0_g1_i2.p1	K15170
TRINITY_DN57784_c0_g2_i1.p1	K14857
TRINITY_DN5783_c0_g2_i9.p1	K12603
TRINITY_DN57879_c0_g1_i5.p1	K18643
TRINITY_DN578_c0_g1_i19.p1	K18420
TRINITY_DN5793_c0_g3_i2.p1	K07422
TRINITY_DN5805_c0_g1_i2.p1	K07834
TRINITY_DN5806_c0_g1_i1.p1	K05641
TRINITY_DN58072_c0_g1_i1.p1	K14715
TRINITY_DN58073_c0_g1_i2.p1	K23617
TRINITY_DN58089_c0_g1_i7.p1	K24351
TRINITY_DN580_c0_g1_i2.p1	K17920
TRINITY_DN58132_c0_g1_i5.p1	K13159
TRINITY_DN58207_c0_g1_i1.p1	K11435
TRINITY_DN58226_c5_g1_i2.p1	K15278
TRINITY_DN5822_c6_g1_i1.p1	K15537
TRINITY_DN58238_c0_g2_i1.p1	K11364
TRINITY_DN58282_c2_g1_i1.p1	K11338
TRINITY_DN58285_c0_g1_i1.p1	K11687
TRINITY_DN58306_c0_g1_i8.p1	K09504
TRINITY_DN58334_c0_g2_i1.p1	K15142
TRINITY_DN58375_c1_g2_i1.p1	K11976
TRINITY_DN58389_c0_g1_i1.p1	K13443
TRINITY_DN58391_c0_g1_i1.p1	K17768
TRINITY_DN5848_c2_g1_i2.p1	K08808
TRINITY_DN584_c1_g2_i3.p1	K01008
TRINITY_DN58501_c0_g2_i1.p1	K04554
TRINITY_DN5852_c0_g1_i1.p1	K12599
TRINITY_DN58542_c0_g1_i1.p1	K08288
TRINITY_DN58546_c0_g2_i1.p1	K11795
TRINITY_DN58603_c0_g1_i1.p1	K12585
TRINITY_DN58606_c0_g1_i3.p1	K00103
TRINITY_DN58816_c0_g2_i1.p1	K15112
TRINITY_DN5881_c3_g1_i1.p1	K18631
TRINITY_DN58825_c2_g1_i5.p1	K10624
TRINITY_DN5882_c1_g1_i2.p1	K11810
TRINITY_DN5886_c3_g1_i1.p1	K10276
TRINITY_DN58_c1_g1_i1.p1	K07374
TRINITY_DN59003_c2_g3_i1.p1	K17452
TRINITY_DN59037_c0_g1_i1.p1	K24974
TRINITY_DN59046_c0_g1_i1.p1	K14319
TRINITY_DN59051_c3_g1_i1.p1	K16466
TRINITY_DN59058_c2_g1_i1.p1	K11851
TRINITY_DN5908_c0_g2_i1.p1	K12026
TRINITY_DN590_c1_g1_i2.p1	K07877
TRINITY_DN590_c4_g1_i1.p1	K08773
TRINITY_DN59105_c0_g2_i3.p1	K15119
TRINITY_DN5916_c0_g1_i4.p1	K17080
TRINITY_DN5916_c8_g1_i3.p1	K05016
TRINITY_DN59193_c0_g1_i1.p1	K08042
TRINITY_DN59205_c0_g1_i3.p1	K15631
TRINITY_DN59280_c0_g1_i7.p1	K24887
TRINITY_DN59294_c0_g2_i9.p1	K01540
TRINITY_DN592_c0_g1_i3.p1	K13210
TRINITY_DN59386_c1_g1_i1.p1	K25112
TRINITY_DN59391_c0_g1_i2.p1	K05703
TRINITY_DN59466_c1_g1_i2.p1	K15261
TRINITY_DN59479_c1_g1_i9.p1	K08597
TRINITY_DN594_c0_g1_i15.p1	K04550
TRINITY_DN594_c1_g2_i2.p1	K04552
TRINITY_DN59505_c0_g1_i7.p1	K01254
TRINITY_DN59530_c0_g1_i9.p1	K07418
TRINITY_DN59556_c0_g1_i1.p1	K20293
TRINITY_DN59631_c0_g2_i2.p1	K16302
TRINITY_DN5963_c0_g1_i2.p1	K11536
TRINITY_DN59642_c0_g1_i3.p1	K11796
TRINITY_DN59652_c0_g1_i1.p1	K13345
TRINITY_DN5966_c0_g1_i8.p1	K10084
TRINITY_DN5966_c2_g1_i1.p1	K14961
TRINITY_DN596_c0_g1_i6.p1	K24333
TRINITY_DN59718_c0_g1_i1.p1	K24739
TRINITY_DN5974_c1_g1_i1.p1	K24869
TRINITY_DN59808_c1_g1_i1.p1	K09448
TRINITY_DN5982_c0_g1_i4.p1	K11494
TRINITY_DN59849_c0_g1_i12.p1	K04496
TRINITY_DN5985_c0_g1_i1.p1	K12852
TRINITY_DN59869_c0_g1_i1.p1	K01365
TRINITY_DN59893_c0_g1_i5.p1	K12304
TRINITY_DN598_c6_g1_i1.p1	K23298
TRINITY_DN59905_c0_g1_i1.p1	K23951
TRINITY_DN59947_c0_g1_i1.p1	K00477
TRINITY_DN59947_c0_g2_i1.p1	K00477
TRINITY_DN5995_c3_g1_i1.p1	K23390
TRINITY_DN5995_c6_g1_i9.p1	K12385
TRINITY_DN59960_c1_g1_i2.p1	K08489
TRINITY_DN599_c2_g1_i7.p1	K04515
TRINITY_DN59_c3_g1_i1.p1	K12751
TRINITY_DN60011_c0_g1_i2.p1	K12857
TRINITY_DN6003_c0_g1_i12.p1	K01192
TRINITY_DN60080_c0_g1_i1.p1	K04579
TRINITY_DN600_c0_g1_i11.p1	K15335
TRINITY_DN600_c0_g2_i1.p1	K15335
TRINITY_DN60102_c1_g3_i2.p1	K20164
TRINITY_DN60123_c0_g1_i2.p1	K02258
TRINITY_DN6012_c0_g1_i1.p1	K08574
TRINITY_DN6012_c1_g1_i1.p1	K08855
TRINITY_DN6013_c1_g2_i2.p1	K01135
TRINITY_DN60166_c0_g1_i1.p1	K14557
TRINITY_DN60269_c0_g2_i1.p1	K03252
TRINITY_DN60294_c0_g1_i1.p1	K17402
TRINITY_DN6029_c2_g1_i1.p1	K06670
TRINITY_DN60328_c3_g1_i3.p1	K06258
TRINITY_DN6033_c2_g1_i3.p1	K05546
TRINITY_DN6033_c3_g1_i4.p1	K12178
TRINITY_DN6037_c3_g1_i11.p1	K14611
TRINITY_DN6037_c4_g1_i2.p1	K20183
TRINITY_DN6039_c5_g1_i1.p1	K14716
TRINITY_DN603_c0_g1_i5.p1	K13443
TRINITY_DN60458_c1_g1_i4.p1	K04428
TRINITY_DN6045_c0_g1_i1.p1	K18932
TRINITY_DN60471_c0_g1_i8.p1	K12946
TRINITY_DN60482_c0_g2_i2.p1	K12668
TRINITY_DN60493_c0_g1_i1.p1	K25177
TRINITY_DN604_c0_g2_i1.p1	K03935
TRINITY_DN604_c3_g1_i1.p1	K02148
TRINITY_DN6050_c2_g2_i2.p1	K12179
TRINITY_DN60534_c0_g1_i1.p1	K05665
TRINITY_DN6058_c0_g1_i3.p1	K16865
TRINITY_DN6058_c1_g1_i1.p1	K03522
TRINITY_DN60594_c2_g1_i2.p1	K15121
TRINITY_DN60623_c0_g3_i1.p1	K11259
TRINITY_DN6062_c0_g1_i3.p1	K17461
TRINITY_DN60634_c0_g1_i2.p1	K16449
TRINITY_DN60695_c0_g1_i11.p1	K05038
TRINITY_DN606_c1_g1_i7.p1	K09524
TRINITY_DN60720_c0_g1_i1.p1	K01204
TRINITY_DN60772_c1_g1_i2.p1	K08804
TRINITY_DN6079_c0_g1_i1.p1	K00029
TRINITY_DN60807_c0_g1_i1.p1	K23600
TRINITY_DN6080_c0_g3_i1.p1	K18264
TRINITY_DN6083_c1_g1_i1.p1	K13356
TRINITY_DN60869_c3_g1_i2.p1	K24429
TRINITY_DN60883_c1_g1_i1.p1	K17286
TRINITY_DN608_c14_g1_i1.p1	K00685
TRINITY_DN608_c17_g1_i1.p1	K00685
TRINITY_DN60985_c0_g2_i2.p1	K11322
TRINITY_DN609_c0_g1_i12.p1	K10089
TRINITY_DN61021_c0_g1_i2.p1	K15190
TRINITY_DN61076_c0_g1_i7.p1	K15719
TRINITY_DN61112_c0_g1_i3.p1	K09524
TRINITY_DN6111_c5_g1_i2.p1	K21358
TRINITY_DN61142_c0_g1_i5.p1	K17083
TRINITY_DN61170_c1_g1_i4.p1	K00710
TRINITY_DN61175_c0_g1_i3.p1	K20051
TRINITY_DN61195_c0_g2_i1.p1	K01374
TRINITY_DN6120_c0_g1_i45.p1	K20053
TRINITY_DN6123_c0_g1_i1.p1	K06943
TRINITY_DN6127_c0_g1_i1.p1	K24469
TRINITY_DN6127_c0_g2_i9.p1	K11341
TRINITY_DN61327_c0_g1_i1.p1	K16731
TRINITY_DN6133_c0_g1_i8.p1	K06816
TRINITY_DN61349_c0_g1_i2.p1	K23287
TRINITY_DN61376_c0_g1_i1.p1	K10463
TRINITY_DN6137_c0_g1_i1.p1	K22563
TRINITY_DN6138_c3_g1_i4.p1	K12380
TRINITY_DN61395_c0_g1_i2.p1	K01775
TRINITY_DN6139_c0_g1_i5.p1	K04432
TRINITY_DN61404_c0_g1_i1.p1	K14558
TRINITY_DN61407_c0_g1_i2.p1	K14799
TRINITY_DN61487_c0_g1_i1.p1	K11166
TRINITY_DN61498_c0_g1_i1.p1	K10998
TRINITY_DN6151_c0_g1_i5.p1	K20358
TRINITY_DN61524_c0_g1_i1.p1	K10798
TRINITY_DN61553_c0_g1_i1.p1	K01892
TRINITY_DN61557_c0_g2_i2.p1	K20818
TRINITY_DN61591_c0_g1_i1.p1	K02540
TRINITY_DN61597_c0_g1_i2.p1	K26229
TRINITY_DN61598_c0_g1_i1.p1	K12858
TRINITY_DN615_c0_g1_i10.p1	K07293
TRINITY_DN61608_c0_g1_i1.p1	K18438
TRINITY_DN61608_c0_g2_i1.p2	K18438
TRINITY_DN61613_c0_g1_i1.p1	K19931
TRINITY_DN61617_c0_g1_i1.p1	K03136
TRINITY_DN61633_c0_g1_i1.p1	K01488
TRINITY_DN6164_c1_g1_i1.p1	K23854
TRINITY_DN61672_c1_g1_i5.p1	K16518
TRINITY_DN61677_c2_g1_i1.p1	K18695
TRINITY_DN61684_c0_g1_i1.p1	K21771
TRINITY_DN61687_c0_g1_i8.p1	K09602
TRINITY_DN61699_c0_g1_i1.p1	K04602
TRINITY_DN616_c2_g2_i2.p1	K10415
TRINITY_DN61708_c0_g1_i1.p1	K24812
TRINITY_DN61756_c0_g1_i1.p1	K19403
TRINITY_DN61763_c0_g1_i2.p1	K17569
TRINITY_DN617_c2_g1_i2.p1	K10370
TRINITY_DN617_c5_g1_i1.p1	K03872
TRINITY_DN61805_c0_g1_i1.p1	K05060
TRINITY_DN61892_c0_g1_i1.p1	K05676
TRINITY_DN61896_c6_g1_i1.p1	K23552
TRINITY_DN61899_c1_g1_i3.p1	K10423
TRINITY_DN61904_c0_g1_i1.p1	K10592
TRINITY_DN6197_c0_g1_i2.p1	K12896
TRINITY_DN61987_c0_g1_i1.p1	K03650
TRINITY_DN62002_c0_g1_i1.p1	K20821
TRINITY_DN62005_c0_g1_i3.p1	K00728
TRINITY_DN62018_c0_g1_i5.p1	K00472
TRINITY_DN62060_c0_g1_i3.p1	K24469
TRINITY_DN62066_c0_g1_i2.p1	K18703
TRINITY_DN620_c0_g1_i4.p1	K12311
TRINITY_DN62113_c0_g1_i3.p1	K10301
TRINITY_DN62151_c0_g1_i4.p1	K21548
TRINITY_DN6215_c2_g1_i1.p1	K08136
TRINITY_DN62166_c0_g1_i2.p1	K15837
TRINITY_DN62190_c0_g2_i1.p1	K11204
TRINITY_DN62220_c1_g3_i4.p1	K10341
TRINITY_DN62295_c0_g1_i1.p1	K00006
TRINITY_DN62303_c0_g1_i2.p1	K26220
TRINITY_DN6234_c0_g1_i11.p1	K09113
TRINITY_DN62366_c1_g1_i3.p1	K12190
TRINITY_DN62374_c0_g1_i5.p1	K08867
TRINITY_DN62403_c0_g1_i1.p1	K00548
TRINITY_DN62409_c0_g2_i2.p1	K20057
TRINITY_DN62409_c1_g1_i4.p1	K09519
TRINITY_DN62427_c0_g1_i2.p1	K15544
TRINITY_DN6253_c0_g1_i1.p1	K11251
TRINITY_DN62556_c0_g1_i11.p1	K15501
TRINITY_DN62562_c0_g1_i2.p1	K10880
TRINITY_DN62613_c0_g1_i1.p1	K07915
TRINITY_DN62614_c0_g1_i2.p1	K01764
TRINITY_DN62651_c0_g1_i2.p1	K10769
TRINITY_DN62674_c0_g1_i1.p1	K15151
TRINITY_DN62711_c0_g1_i2.p1	K19370
TRINITY_DN62714_c1_g1_i3.p1	K23739
TRINITY_DN62721_c0_g1_i1.p1	K15407
TRINITY_DN6272_c4_g1_i2.p1	K01712
TRINITY_DN62737_c0_g1_i4.p1	K20099
TRINITY_DN62751_c0_g1_i1.p1	K19917
TRINITY_DN6276_c0_g1_i7.p1	K05746
TRINITY_DN627_c9_g1_i1.p1	K14819
TRINITY_DN62804_c0_g1_i3.p1	K00273
TRINITY_DN62838_c1_g1_i1.p1	K00736
TRINITY_DN62851_c0_g1_i1.p1	K15442
TRINITY_DN62871_c0_g1_i9.p1	K20840
TRINITY_DN62896_c0_g1_i1.p1	K22371
TRINITY_DN6289_c0_g2_i1.p1	K24637
TRINITY_DN628_c1_g1_i1.p1	K20369
TRINITY_DN6292_c0_g1_i12.p1	K23205
TRINITY_DN62933_c0_g1_i2.p1	K16762
TRINITY_DN62939_c0_g1_i10.p1	K10356
TRINITY_DN6297_c0_g1_i3.p1	K16732
TRINITY_DN629_c0_g1_i3.p1	K13698
TRINITY_DN629_c2_g1_i1.p1	K23497
TRINITY_DN62_c2_g1_i1.p1	K06269
TRINITY_DN63139_c0_g1_i3.p1	K10649
